,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Leave
17,Leave
18,Leave
19,Leave
20,Leave
21,Leave
22,Leave
23,Leave
24,Leave
25,Leave
26,Leave
27,Leave
28,Leave
29,Leave
30,Leave
31,Leave
32,Leave
33,Leave
34,Leave
35,Leave
36,Leave
37,Leave
38,Leave
39,Leave
40,Leave
41,Leave
42,Leave
43,Leave
44,Leave
45,Leave
46,Leave
47,Leave
48,Walk
49,Walk
50,Walk
51,Walk
52,Walk
53,Walk
54,Walk
55,Walk
56,Walk
57,Walk
58,Walk
59,Walk
60,Walk
61,Walk
62,Walk
63,Walk
64,Walk
65,Walk
66,Walk
67,Walk
68,Walk
69,Walk
70,Walk
71,Walk
72,Walk
73,Walk
74,Walk
75,Walk
76,Walk
77,Walk
78,Walk
79,Walk
80,Walk
81,Walk
82,Walk
83,Walk
84,Walk
85,Walk
86,Walk
87,Walk
88,Walk
89,Walk
90,Walk
91,Walk
92,Walk
93,Walk
94,Walk
95,Walk
