,captions
0,Put_something_on_table
1,Put_something_on_table
2,Put_something_on_table
3,Put_something_on_table
4,Put_something_on_table
5,Put_something_on_table
6,Put_something_on_table
7,Put_something_on_table
8,Put_something_on_table
9,Put_something_on_table
10,Put_something_on_table
11,Put_something_on_table
12,Put_something_on_table
13,Put_something_on_table
14,Put_something_on_table
15,Put_something_on_table
16,Get_up
17,Get_up
18,Get_up
19,Get_up
20,Get_up
21,Get_up
22,Get_up
23,Get_up
24,Get_up
25,Get_up
26,Get_up
27,Get_up
28,Get_up
29,Get_up
30,Get_up
31,Get_up
32,Walk
33,Walk
34,Walk
35,Walk
36,Walk
37,Walk
38,Walk
39,Walk
40,Walk
41,Walk
42,Walk
43,Walk
44,Walk
45,Walk
46,Walk
47,Walk
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
