,captions
0,Use_Drawer
1,Use_Drawer
2,Use_Drawer
3,Use_Drawer
4,Use_Drawer
5,Use_Drawer
6,Use_Drawer
7,Use_Drawer
8,Use_Drawer
9,Use_Drawer
10,Use_Drawer
11,Use_Drawer
12,Use_Drawer
13,Use_Drawer
14,Use_Drawer
15,Use_Drawer
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Enter
49,Enter
50,Enter
51,Enter
52,Enter
53,Enter
54,Enter
55,Enter
56,Enter
57,Enter
58,Enter
59,Enter
60,Enter
61,Enter
62,Enter
63,Enter
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Enter
81,Enter
82,Enter
83,Enter
84,Enter
85,Enter
86,Enter
87,Enter
88,Enter
89,Enter
90,Enter
91,Enter
92,Enter
93,Enter
94,Enter
95,Enter
96,Walk
97,Walk
98,Walk
99,Walk
100,Walk
101,Walk
102,Walk
103,Walk
104,Walk
105,Walk
106,Walk
107,Walk
108,Walk
109,Walk
110,Walk
111,Walk
112,Leave
113,Leave
114,Leave
115,Leave
116,Leave
117,Leave
118,Leave
119,Leave
120,Leave
121,Leave
122,Leave
123,Leave
124,Leave
125,Leave
126,Leave
127,Leave
128,Walk
129,Walk
130,Walk
131,Walk
132,Walk
133,Walk
134,Walk
135,Walk
136,Walk
137,Walk
138,Walk
139,Walk
140,Walk
141,Walk
142,Walk
143,Walk
144,Leave
145,Leave
146,Leave
147,Leave
148,Leave
149,Leave
150,Leave
151,Leave
152,Leave
153,Leave
154,Leave
155,Leave
156,Leave
157,Leave
158,Leave
159,Leave
160,Leave
161,Leave
162,Leave
163,Leave
164,Leave
165,Leave
166,Leave
167,Leave
168,Leave
169,Leave
170,Leave
171,Leave
172,Leave
173,Leave
174,Leave
175,Leave
176,Leave
177,Leave
178,Leave
179,Leave
180,Leave
181,Leave
182,Leave
183,Leave
184,Leave
185,Leave
186,Leave
187,Leave
188,Leave
189,Leave
190,Leave
191,Leave
192,Leave
193,Leave
194,Leave
195,Leave
196,Leave
197,Leave
198,Leave
199,Leave
200,Leave
201,Leave
202,Leave
203,Leave
204,Leave
205,Leave
206,Leave
207,Leave
208,Leave
209,Leave
210,Leave
211,Leave
212,Leave
213,Leave
214,Leave
215,Leave
216,Leave
217,Leave
218,Leave
219,Leave
220,Leave
221,Leave
222,Leave
223,Leave
224,Leave
225,Leave
226,Leave
227,Leave
228,Leave
229,Leave
230,Leave
231,Leave
232,Leave
233,Leave
234,Leave
235,Leave
236,Leave
237,Leave
238,Leave
239,Leave
240,Drink.From_cup
241,Drink.From_cup
242,Drink.From_cup
243,Drink.From_cup
244,Drink.From_cup
245,Drink.From_cup
246,Drink.From_cup
247,Drink.From_cup
248,Drink.From_cup
249,Drink.From_cup
250,Drink.From_cup
251,Drink.From_cup
252,Drink.From_cup
253,Drink.From_cup
254,Drink.From_cup
255,Drink.From_cup
256,Drink.From_cup
257,Drink.From_cup
258,Drink.From_cup
259,Drink.From_cup
260,Drink.From_cup
261,Drink.From_cup
262,Drink.From_cup
263,Drink.From_cup
264,Drink.From_cup
265,Drink.From_cup
266,Drink.From_cup
267,Drink.From_cup
268,Drink.From_cup
269,Drink.From_cup
270,Drink.From_cup
271,Drink.From_cup
272,Drink.From_cup
273,Drink.From_cup
274,Drink.From_cup
275,Drink.From_cup
276,Drink.From_cup
277,Drink.From_cup
278,Drink.From_cup
279,Drink.From_cup
280,Drink.From_cup
281,Drink.From_cup
282,Drink.From_cup
283,Drink.From_cup
284,Drink.From_cup
285,Drink.From_cup
286,Drink.From_cup
287,Drink.From_cup
288,Drink.From_cup
289,Drink.From_cup
290,Drink.From_cup
291,Drink.From_cup
292,Drink.From_cup
293,Drink.From_cup
294,Drink.From_cup
295,Drink.From_cup
296,Drink.From_cup
297,Drink.From_cup
298,Drink.From_cup
299,Drink.From_cup
300,Drink.From_cup
301,Drink.From_cup
302,Drink.From_cup
303,Drink.From_cup
304,Drink.From_cup
305,Drink.From_cup
306,Drink.From_cup
307,Drink.From_cup
308,Drink.From_cup
309,Drink.From_cup
310,Drink.From_cup
311,Drink.From_cup
312,Drink.From_cup
313,Drink.From_cup
314,Drink.From_cup
315,Drink.From_cup
316,Drink.From_cup
317,Drink.From_cup
318,Drink.From_cup
319,Drink.From_cup
320,Drink.From_cup
321,Drink.From_cup
322,Drink.From_cup
323,Drink.From_cup
324,Drink.From_cup
325,Drink.From_cup
326,Drink.From_cup
327,Drink.From_cup
328,Drink.From_cup
329,Drink.From_cup
330,Drink.From_cup
331,Drink.From_cup
332,Drink.From_cup
333,Drink.From_cup
334,Drink.From_cup
335,Drink.From_cup
336,Drink.From_cup
337,Drink.From_cup
338,Drink.From_cup
339,Drink.From_cup
340,Drink.From_cup
341,Drink.From_cup
342,Drink.From_cup
343,Drink.From_cup
344,Drink.From_cup
345,Drink.From_cup
346,Drink.From_cup
347,Drink.From_cup
348,Drink.From_cup
349,Drink.From_cup
350,Drink.From_cup
351,Drink.From_cup
352,Drink.From_cup
353,Drink.From_cup
354,Drink.From_cup
355,Drink.From_cup
356,Drink.From_cup
357,Drink.From_cup
358,Drink.From_cup
359,Drink.From_cup
360,Drink.From_cup
361,Drink.From_cup
362,Drink.From_cup
363,Drink.From_cup
364,Drink.From_cup
365,Drink.From_cup
366,Drink.From_cup
367,Drink.From_cup
368,Drink.From_cup
369,Drink.From_cup
370,Drink.From_cup
371,Drink.From_cup
372,Drink.From_cup
373,Drink.From_cup
374,Drink.From_cup
375,Drink.From_cup
376,Drink.From_cup
377,Drink.From_cup
378,Drink.From_cup
379,Drink.From_cup
380,Drink.From_cup
381,Drink.From_cup
382,Drink.From_cup
383,Drink.From_cup
384,Drink.From_cup
385,Drink.From_cup
386,Drink.From_cup
387,Drink.From_cup
388,Drink.From_cup
389,Drink.From_cup
390,Drink.From_cup
391,Drink.From_cup
392,Drink.From_cup
393,Drink.From_cup
394,Drink.From_cup
395,Drink.From_cup
396,Drink.From_cup
397,Drink.From_cup
398,Drink.From_cup
399,Drink.From_cup
