,captions
0,Make_coffee
1,Make_coffee
2,Make_coffee
3,Make_coffee
4,Make_coffee
5,Make_coffee
6,Make_coffee
7,Make_coffee
8,Make_coffee
9,Make_coffee
10,Make_coffee
11,Make_coffee
12,Make_coffee
13,Make_coffee
14,Make_coffee
15,Make_coffee
16,Make_coffee
17,Make_coffee
18,Make_coffee
19,Make_coffee
20,Make_coffee
21,Make_coffee
22,Make_coffee
23,Make_coffee
24,Make_coffee
25,Make_coffee
26,Make_coffee
27,Make_coffee
28,Make_coffee
29,Make_coffee
30,Make_coffee
31,Make_coffee
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Use_fridge
49,Use_fridge
50,Use_fridge
51,Use_fridge
52,Use_fridge
53,Use_fridge
54,Use_fridge
55,Use_fridge
56,Use_fridge
57,Use_fridge
58,Use_fridge
59,Use_fridge
60,Use_fridge
61,Use_fridge
62,Use_fridge
63,Use_fridge
64,Leave
65,Leave
66,Leave
67,Leave
68,Leave
69,Leave
70,Leave
71,Leave
72,Leave
73,Leave
74,Leave
75,Leave
76,Leave
77,Leave
78,Leave
79,Leave
80,Leave
81,Leave
82,Leave
83,Leave
84,Leave
85,Leave
86,Leave
87,Leave
88,Leave
89,Leave
90,Leave
91,Leave
92,Leave
93,Leave
94,Leave
95,Leave
