,captions
0,Take_pills
1,Take_pills
2,Take_pills
3,Take_pills
4,Take_pills
5,Take_pills
6,Take_pills
7,Take_pills
8,Take_pills
9,Take_pills
10,Take_pills
11,Take_pills
12,Take_pills
13,Take_pills
14,Take_pills
15,Take_pills
16,Take_pills
17,Take_pills
18,Take_pills
19,Take_pills
20,Take_pills
21,Take_pills
22,Take_pills
23,Take_pills
24,Take_pills
25,Take_pills
26,Take_pills
27,Take_pills
28,Take_pills
29,Take_pills
30,Take_pills
31,Take_pills
32,Drink.From_cup
33,Drink.From_cup
34,Drink.From_cup
35,Drink.From_cup
36,Drink.From_cup
37,Drink.From_cup
38,Drink.From_cup
39,Drink.From_cup
40,Drink.From_cup
41,Drink.From_cup
42,Drink.From_cup
43,Drink.From_cup
44,Drink.From_cup
45,Drink.From_cup
46,Drink.From_cup
47,Drink.From_cup
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
