,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Enter
49,Enter
50,Enter
51,Enter
52,Enter
53,Enter
54,Enter
55,Enter
56,Enter
57,Enter
58,Enter
59,Enter
60,Enter
61,Enter
62,Enter
63,Enter
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Enter
81,Enter
82,Enter
83,Enter
84,Enter
85,Enter
86,Enter
87,Enter
88,Enter
89,Enter
90,Enter
91,Enter
92,Enter
93,Enter
94,Enter
95,Enter
96,Enter
97,Enter
98,Enter
99,Enter
100,Enter
101,Enter
102,Enter
103,Enter
104,Enter
105,Enter
106,Enter
107,Enter
108,Enter
109,Enter
110,Enter
111,Enter
112,Enter
113,Enter
114,Enter
115,Enter
116,Enter
117,Enter
118,Enter
119,Enter
120,Enter
121,Enter
122,Enter
123,Enter
124,Enter
125,Enter
126,Enter
127,Enter
128,Enter
129,Enter
130,Enter
131,Enter
132,Enter
133,Enter
134,Enter
135,Enter
136,Enter
137,Enter
138,Enter
139,Enter
140,Enter
141,Enter
142,Enter
143,Enter
144,Walk
145,Walk
146,Walk
147,Walk
148,Walk
149,Walk
150,Walk
151,Walk
152,Walk
153,Walk
154,Walk
155,Walk
156,Walk
157,Walk
158,Walk
159,Walk
160,Walk
161,Walk
162,Walk
163,Walk
164,Walk
165,Walk
166,Walk
167,Walk
168,Walk
169,Walk
170,Walk
171,Walk
172,Walk
173,Walk
174,Walk
175,Walk
176,Walk
177,Walk
178,Walk
179,Walk
180,Walk
181,Walk
182,Walk
183,Walk
184,Walk
185,Walk
186,Walk
187,Walk
188,Walk
189,Walk
190,Walk
191,Walk
192,Take_something_off_table
193,Take_something_off_table
194,Take_something_off_table
195,Take_something_off_table
196,Take_something_off_table
197,Take_something_off_table
198,Take_something_off_table
199,Take_something_off_table
200,Take_something_off_table
201,Take_something_off_table
202,Take_something_off_table
203,Take_something_off_table
204,Take_something_off_table
205,Take_something_off_table
206,Take_something_off_table
207,Take_something_off_table
208,Take_something_off_table
209,Take_something_off_table
210,Take_something_off_table
211,Take_something_off_table
212,Take_something_off_table
213,Take_something_off_table
214,Take_something_off_table
215,Take_something_off_table
216,Take_something_off_table
217,Take_something_off_table
218,Take_something_off_table
219,Take_something_off_table
220,Take_something_off_table
221,Take_something_off_table
222,Take_something_off_table
223,Take_something_off_table
224,Use_Drawer
225,Use_Drawer
226,Use_Drawer
227,Use_Drawer
228,Use_Drawer
229,Use_Drawer
230,Use_Drawer
231,Use_Drawer
232,Use_Drawer
233,Use_Drawer
234,Use_Drawer
235,Use_Drawer
236,Use_Drawer
237,Use_Drawer
238,Use_Drawer
239,Use_Drawer
240,Use_Drawer
241,Use_Drawer
242,Use_Drawer
243,Use_Drawer
244,Use_Drawer
245,Use_Drawer
246,Use_Drawer
247,Use_Drawer
248,Use_Drawer
249,Use_Drawer
250,Use_Drawer
251,Use_Drawer
252,Use_Drawer
253,Use_Drawer
254,Use_Drawer
255,Use_Drawer
256,Use_Drawer
257,Use_Drawer
258,Use_Drawer
259,Use_Drawer
260,Use_Drawer
261,Use_Drawer
262,Use_Drawer
263,Use_Drawer
264,Use_Drawer
265,Use_Drawer
266,Use_Drawer
267,Use_Drawer
268,Use_Drawer
269,Use_Drawer
270,Use_Drawer
271,Use_Drawer
272,Clean_dishes
273,Clean_dishes
274,Clean_dishes
275,Clean_dishes
276,Clean_dishes
277,Clean_dishes
278,Clean_dishes
279,Clean_dishes
280,Clean_dishes
281,Clean_dishes
282,Clean_dishes
283,Clean_dishes
284,Clean_dishes
285,Clean_dishes
286,Clean_dishes
287,Clean_dishes
288,Clean_dishes
289,Clean_dishes
290,Clean_dishes
291,Clean_dishes
292,Clean_dishes
293,Clean_dishes
294,Clean_dishes
295,Clean_dishes
296,Clean_dishes
297,Clean_dishes
298,Clean_dishes
299,Clean_dishes
300,Clean_dishes
301,Clean_dishes
302,Clean_dishes
303,Clean_dishes
304,Clean_dishes
305,Clean_dishes
306,Clean_dishes
307,Clean_dishes
308,Clean_dishes
309,Clean_dishes
310,Clean_dishes
311,Clean_dishes
312,Clean_dishes
313,Clean_dishes
314,Clean_dishes
315,Clean_dishes
316,Clean_dishes
317,Clean_dishes
318,Clean_dishes
319,Clean_dishes
320,Use_Drawer
321,Use_Drawer
322,Use_Drawer
323,Use_Drawer
324,Use_Drawer
325,Use_Drawer
326,Use_Drawer
327,Use_Drawer
328,Use_Drawer
329,Use_Drawer
330,Use_Drawer
331,Use_Drawer
332,Use_Drawer
333,Use_Drawer
334,Use_Drawer
335,Use_Drawer
336,Use_Drawer
337,Use_Drawer
338,Use_Drawer
339,Use_Drawer
340,Use_Drawer
341,Use_Drawer
342,Use_Drawer
343,Use_Drawer
344,Use_Drawer
345,Use_Drawer
346,Use_Drawer
347,Use_Drawer
348,Use_Drawer
349,Use_Drawer
350,Use_Drawer
351,Use_Drawer
352,Clean_dishes
353,Clean_dishes
354,Clean_dishes
355,Clean_dishes
356,Clean_dishes
357,Clean_dishes
358,Clean_dishes
359,Clean_dishes
360,Clean_dishes
361,Clean_dishes
362,Clean_dishes
363,Clean_dishes
364,Clean_dishes
365,Clean_dishes
366,Clean_dishes
367,Clean_dishes
368,Use_Drawer
369,Use_Drawer
370,Use_Drawer
371,Use_Drawer
372,Use_Drawer
373,Use_Drawer
374,Use_Drawer
375,Use_Drawer
376,Use_Drawer
377,Use_Drawer
378,Use_Drawer
379,Use_Drawer
380,Use_Drawer
381,Use_Drawer
382,Use_Drawer
383,Use_Drawer
384,Clean_dishes
385,Clean_dishes
386,Clean_dishes
387,Clean_dishes
388,Clean_dishes
389,Clean_dishes
390,Clean_dishes
391,Clean_dishes
392,Clean_dishes
393,Clean_dishes
394,Clean_dishes
395,Clean_dishes
396,Clean_dishes
397,Clean_dishes
398,Clean_dishes
399,Clean_dishes
400,Clean_dishes
401,Clean_dishes
402,Clean_dishes
403,Clean_dishes
404,Clean_dishes
405,Clean_dishes
406,Clean_dishes
407,Clean_dishes
408,Clean_dishes
409,Clean_dishes
410,Clean_dishes
411,Clean_dishes
412,Clean_dishes
413,Clean_dishes
414,Clean_dishes
415,Clean_dishes
416,Clean_dishes
417,Clean_dishes
418,Clean_dishes
