,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Walk
17,Walk
18,Walk
19,Walk
20,Walk
21,Walk
22,Walk
23,Walk
24,Walk
25,Walk
26,Walk
27,Walk
28,Walk
29,Walk
30,Walk
31,Walk
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
