,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Use_laptop
17,Use_laptop
18,Use_laptop
19,Use_laptop
20,Use_laptop
21,Use_laptop
22,Use_laptop
23,Use_laptop
24,Use_laptop
25,Use_laptop
26,Use_laptop
27,Use_laptop
28,Use_laptop
29,Use_laptop
30,Use_laptop
31,Use_laptop
32,Take_something_off_table
33,Take_something_off_table
34,Take_something_off_table
35,Take_something_off_table
36,Take_something_off_table
37,Take_something_off_table
38,Take_something_off_table
39,Take_something_off_table
40,Take_something_off_table
41,Take_something_off_table
42,Take_something_off_table
43,Take_something_off_table
44,Take_something_off_table
45,Take_something_off_table
46,Take_something_off_table
47,Take_something_off_table
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
