,captions
0,Use_Drawer
1,Use_Drawer
2,Use_Drawer
3,Use_Drawer
4,Use_Drawer
5,Use_Drawer
6,Use_Drawer
7,Use_Drawer
8,Use_Drawer
9,Use_Drawer
10,Use_Drawer
11,Use_Drawer
12,Use_Drawer
13,Use_Drawer
14,Use_Drawer
15,Use_Drawer
16,Use_cupboard
17,Use_cupboard
18,Use_cupboard
19,Use_cupboard
20,Use_cupboard
21,Use_cupboard
22,Use_cupboard
23,Use_cupboard
24,Use_cupboard
25,Use_cupboard
26,Use_cupboard
27,Use_cupboard
28,Use_cupboard
29,Use_cupboard
30,Use_cupboard
31,Use_cupboard
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Watch_TV
49,Watch_TV
50,Watch_TV
51,Watch_TV
52,Watch_TV
53,Watch_TV
54,Watch_TV
55,Watch_TV
56,Watch_TV
57,Watch_TV
58,Watch_TV
59,Watch_TV
60,Watch_TV
61,Watch_TV
62,Watch_TV
63,Watch_TV
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Watch_TV
81,Watch_TV
82,Watch_TV
83,Watch_TV
84,Watch_TV
85,Watch_TV
86,Watch_TV
87,Watch_TV
88,Watch_TV
89,Watch_TV
90,Watch_TV
91,Watch_TV
92,Watch_TV
93,Watch_TV
94,Watch_TV
95,Watch_TV
