,captions
0,Use_telephone
1,Use_telephone
2,Use_telephone
3,Use_telephone
4,Use_telephone
5,Use_telephone
6,Use_telephone
7,Use_telephone
8,Use_telephone
9,Use_telephone
10,Use_telephone
11,Use_telephone
12,Use_telephone
13,Use_telephone
14,Use_telephone
15,Use_telephone
16,Read
17,Read
18,Read
19,Read
20,Read
21,Read
22,Read
23,Read
24,Read
25,Read
26,Read
27,Read
28,Read
29,Read
30,Read
31,Read
32,Read
33,Read
34,Read
35,Read
36,Read
37,Read
38,Read
39,Read
40,Read
41,Read
42,Read
43,Read
44,Read
45,Read
46,Read
47,Read
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
