,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Walk
33,Walk
34,Walk
35,Walk
36,Walk
37,Walk
38,Walk
39,Walk
40,Walk
41,Walk
42,Walk
43,Walk
44,Walk
45,Walk
46,Walk
47,Walk
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
