,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Enter
49,Enter
50,Enter
51,Enter
52,Enter
53,Enter
54,Enter
55,Enter
56,Enter
57,Enter
58,Enter
59,Enter
60,Enter
61,Enter
62,Enter
63,Enter
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Enter
81,Enter
82,Enter
83,Enter
84,Enter
85,Enter
86,Enter
87,Enter
88,Enter
89,Enter
90,Enter
91,Enter
92,Enter
93,Enter
94,Enter
95,Enter
96,Enter
97,Enter
98,Enter
99,Enter
100,Enter
101,Enter
102,Enter
103,Enter
104,Enter
105,Enter
106,Enter
107,Enter
108,Enter
109,Enter
110,Enter
111,Enter
112,Walk
113,Walk
114,Walk
115,Walk
116,Walk
117,Walk
118,Walk
119,Walk
120,Walk
121,Walk
122,Walk
123,Walk
124,Walk
125,Walk
126,Walk
127,Walk
128,Walk
129,Walk
130,Walk
131,Walk
132,Walk
133,Walk
134,Walk
135,Walk
136,Walk
137,Walk
138,Walk
139,Walk
140,Walk
141,Walk
142,Walk
143,Walk
144,Walk
145,Walk
146,Walk
147,Walk
148,Walk
149,Walk
150,Walk
151,Walk
152,Walk
153,Walk
154,Walk
155,Walk
156,Walk
157,Walk
158,Walk
159,Walk
160,Walk
161,Walk
162,Walk
163,Walk
164,Walk
165,Walk
166,Walk
167,Walk
168,Walk
169,Walk
170,Walk
171,Walk
172,Walk
173,Walk
174,Walk
175,Walk
176,Walk
177,Walk
178,Walk
179,Walk
180,Walk
181,Walk
182,Walk
183,Walk
184,Walk
185,Walk
186,Walk
187,Walk
188,Walk
189,Walk
190,Walk
191,Walk
192,Use_Drawer
193,Use_Drawer
194,Use_Drawer
195,Use_Drawer
196,Use_Drawer
197,Use_Drawer
198,Use_Drawer
199,Use_Drawer
200,Use_Drawer
201,Use_Drawer
202,Use_Drawer
203,Use_Drawer
204,Use_Drawer
205,Use_Drawer
206,Use_Drawer
207,Use_Drawer
208,Use_Drawer
209,Use_Drawer
210,Use_Drawer
211,Use_Drawer
212,Use_Drawer
213,Use_Drawer
214,Use_Drawer
215,Use_Drawer
216,Use_Drawer
217,Use_Drawer
218,Use_Drawer
219,Use_Drawer
220,Use_Drawer
221,Use_Drawer
222,Use_Drawer
223,Use_Drawer
224,Use_Drawer
225,Use_Drawer
226,Use_Drawer
227,Use_Drawer
228,Use_Drawer
229,Use_Drawer
230,Use_Drawer
231,Use_Drawer
232,Use_Drawer
233,Use_Drawer
234,Use_Drawer
235,Use_Drawer
236,Use_Drawer
237,Use_Drawer
238,Use_Drawer
239,Use_Drawer
240,Use_Drawer
241,Use_Drawer
242,Use_Drawer
243,Use_Drawer
244,Use_Drawer
245,Use_Drawer
246,Use_Drawer
247,Use_Drawer
248,Use_Drawer
249,Use_Drawer
250,Use_Drawer
251,Use_Drawer
252,Use_Drawer
253,Use_Drawer
254,Use_Drawer
255,Use_Drawer
256,Use_Drawer
257,Use_Drawer
258,Use_Drawer
259,Use_Drawer
260,Use_Drawer
261,Use_Drawer
262,Use_Drawer
263,Use_Drawer
264,Use_Drawer
265,Use_Drawer
266,Use_Drawer
267,Use_Drawer
268,Use_Drawer
269,Use_Drawer
270,Use_Drawer
271,Use_Drawer
272,Use_Drawer
273,Use_Drawer
274,Use_Drawer
275,Use_Drawer
276,Use_Drawer
277,Use_Drawer
278,Use_Drawer
279,Use_Drawer
280,Use_Drawer
281,Use_Drawer
282,Use_Drawer
283,Use_Drawer
284,Use_Drawer
285,Use_Drawer
286,Use_Drawer
287,Use_Drawer
288,Use_Drawer
289,Use_Drawer
290,Use_Drawer
291,Use_Drawer
292,Use_Drawer
293,Use_Drawer
294,Use_Drawer
295,Use_Drawer
296,Use_Drawer
297,Use_Drawer
298,Use_Drawer
299,Use_Drawer
300,Use_Drawer
301,Use_Drawer
302,Use_Drawer
303,Use_Drawer
304,Use_Drawer
305,Use_Drawer
306,Use_Drawer
307,Use_Drawer
308,Use_Drawer
309,Use_Drawer
310,Use_Drawer
311,Use_Drawer
312,Use_Drawer
313,Use_Drawer
314,Use_Drawer
315,Use_Drawer
316,Use_Drawer
317,Use_Drawer
318,Use_Drawer
319,Use_Drawer
320,Use_Drawer
321,Use_Drawer
322,Use_Drawer
323,Use_Drawer
324,Use_Drawer
325,Use_Drawer
326,Use_Drawer
327,Use_Drawer
328,Use_Drawer
329,Use_Drawer
330,Use_Drawer
331,Use_Drawer
332,Use_Drawer
333,Use_Drawer
334,Use_Drawer
335,Use_Drawer
336,Use_Drawer
337,Use_Drawer
338,Use_Drawer
339,Use_Drawer
340,Use_Drawer
341,Use_Drawer
342,Use_Drawer
343,Use_Drawer
344,Use_Drawer
345,Use_Drawer
346,Use_Drawer
347,Use_Drawer
348,Use_Drawer
349,Use_Drawer
350,Use_Drawer
351,Use_Drawer
352,Walk
353,Walk
354,Walk
355,Walk
356,Walk
357,Walk
358,Walk
359,Walk
360,Walk
361,Walk
362,Walk
363,Walk
364,Walk
365,Walk
366,Walk
367,Walk
368,Put_something_on_table
369,Put_something_on_table
370,Put_something_on_table
371,Put_something_on_table
372,Put_something_on_table
373,Put_something_on_table
374,Put_something_on_table
375,Put_something_on_table
376,Put_something_on_table
377,Put_something_on_table
378,Put_something_on_table
379,Put_something_on_table
380,Put_something_on_table
381,Put_something_on_table
382,Put_something_on_table
383,Put_something_on_table
384,Use_Drawer
385,Use_Drawer
386,Use_Drawer
387,Use_Drawer
388,Use_Drawer
389,Use_Drawer
390,Use_Drawer
391,Use_Drawer
392,Use_Drawer
393,Use_Drawer
394,Use_Drawer
395,Use_Drawer
396,Use_Drawer
397,Use_Drawer
398,Use_Drawer
399,Use_Drawer
400,Clean_dishes.Dry_up
401,Clean_dishes.Dry_up
402,Clean_dishes.Dry_up
403,Clean_dishes.Dry_up
404,Clean_dishes.Dry_up
405,Clean_dishes.Dry_up
406,Clean_dishes.Dry_up
407,Clean_dishes.Dry_up
408,Clean_dishes.Dry_up
409,Clean_dishes.Dry_up
410,Clean_dishes.Dry_up
411,Clean_dishes.Dry_up
412,Clean_dishes.Dry_up
413,Clean_dishes.Dry_up
414,Clean_dishes.Dry_up
415,Clean_dishes.Dry_up
416,Make_tea.Boil_water
417,Make_tea.Boil_water
418,Make_tea.Boil_water
419,Make_tea.Boil_water
420,Make_tea.Boil_water
421,Make_tea.Boil_water
422,Make_tea.Boil_water
423,Make_tea.Boil_water
424,Make_tea.Boil_water
425,Make_tea.Boil_water
426,Make_tea.Boil_water
427,Make_tea.Boil_water
428,Make_tea.Boil_water
429,Make_tea.Boil_water
430,Make_tea.Boil_water
431,Make_tea.Boil_water
432,Clean_dishes.Dry_up
433,Clean_dishes.Dry_up
434,Clean_dishes.Dry_up
435,Clean_dishes.Dry_up
436,Clean_dishes.Dry_up
437,Clean_dishes.Dry_up
438,Clean_dishes.Dry_up
439,Clean_dishes.Dry_up
440,Clean_dishes.Dry_up
441,Clean_dishes.Dry_up
442,Clean_dishes.Dry_up
443,Clean_dishes.Dry_up
444,Clean_dishes.Dry_up
445,Clean_dishes.Dry_up
446,Clean_dishes.Dry_up
447,Clean_dishes.Dry_up
448,Take_something_off_table
449,Take_something_off_table
450,Take_something_off_table
451,Take_something_off_table
452,Take_something_off_table
453,Take_something_off_table
454,Take_something_off_table
455,Take_something_off_table
456,Take_something_off_table
457,Take_something_off_table
458,Take_something_off_table
459,Take_something_off_table
460,Take_something_off_table
461,Take_something_off_table
462,Take_something_off_table
463,Take_something_off_table
464,Take_something_off_table
465,Take_something_off_table
466,Take_something_off_table
467,Take_something_off_table
468,Take_something_off_table
469,Take_something_off_table
470,Take_something_off_table
471,Take_something_off_table
472,Take_something_off_table
473,Take_something_off_table
474,Take_something_off_table
475,Take_something_off_table
476,Take_something_off_table
477,Take_something_off_table
478,Take_something_off_table
479,Take_something_off_table
480,Drink.From_cup
481,Drink.From_cup
482,Drink.From_cup
483,Drink.From_cup
484,Drink.From_cup
485,Drink.From_cup
486,Drink.From_cup
487,Drink.From_cup
488,Drink.From_cup
489,Drink.From_cup
490,Drink.From_cup
491,Drink.From_cup
492,Drink.From_cup
493,Drink.From_cup
494,Drink.From_cup
495,Drink.From_cup
496,Walk
497,Walk
498,Walk
499,Walk
500,Walk
501,Walk
502,Walk
503,Walk
504,Walk
505,Walk
506,Walk
507,Walk
508,Walk
509,Walk
510,Walk
511,Walk
512,Walk
513,Walk
514,Walk
515,Walk
516,Walk
517,Walk
518,Walk
519,Walk
520,Walk
521,Walk
522,Walk
523,Walk
524,Walk
525,Walk
526,Walk
527,Walk
528,Walk
529,Walk
530,Walk
531,Walk
532,Walk
533,Walk
534,Walk
535,Walk
536,Walk
537,Walk
538,Walk
539,Walk
540,Walk
541,Walk
542,Walk
543,Walk
544,Walk
545,Walk
546,Walk
547,Walk
548,Walk
549,Walk
550,Walk
551,Walk
552,Walk
553,Walk
554,Walk
555,Walk
556,Walk
557,Walk
558,Walk
559,Walk
560,Walk
561,Walk
562,Walk
563,Walk
564,Walk
565,Walk
566,Walk
567,Walk
568,Walk
569,Walk
570,Walk
571,Walk
572,Walk
573,Walk
574,Walk
575,Walk
576,Walk
577,Walk
578,Walk
579,Walk
580,Walk
581,Walk
582,Walk
583,Walk
584,Walk
585,Walk
586,Walk
587,Walk
588,Walk
589,Walk
590,Walk
591,Walk
592,Leave
593,Leave
594,Leave
595,Leave
596,Leave
597,Leave
598,Leave
599,Leave
600,Leave
601,Leave
602,Leave
603,Leave
604,Leave
605,Leave
606,Leave
607,Leave
608,Use_Drawer
609,Use_Drawer
610,Use_Drawer
611,Use_Drawer
612,Use_Drawer
613,Use_Drawer
614,Use_Drawer
615,Use_Drawer
616,Use_Drawer
617,Use_Drawer
618,Use_Drawer
619,Use_Drawer
620,Use_Drawer
621,Use_Drawer
622,Use_Drawer
623,Use_Drawer
624,Dump_in_trash
625,Dump_in_trash
626,Dump_in_trash
627,Dump_in_trash
628,Dump_in_trash
629,Dump_in_trash
630,Dump_in_trash
631,Dump_in_trash
632,Dump_in_trash
633,Dump_in_trash
634,Dump_in_trash
635,Dump_in_trash
636,Dump_in_trash
637,Dump_in_trash
638,Dump_in_trash
639,Dump_in_trash
640,Dump_in_trash
641,Dump_in_trash
642,Dump_in_trash
643,Dump_in_trash
644,Dump_in_trash
645,Dump_in_trash
646,Dump_in_trash
647,Dump_in_trash
648,Dump_in_trash
649,Dump_in_trash
650,Dump_in_trash
651,Dump_in_trash
652,Dump_in_trash
653,Dump_in_trash
654,Dump_in_trash
655,Dump_in_trash
656,Use_Drawer
657,Use_Drawer
658,Use_Drawer
659,Use_Drawer
660,Use_Drawer
661,Use_Drawer
662,Use_Drawer
663,Use_Drawer
664,Use_Drawer
665,Use_Drawer
666,Use_Drawer
667,Use_Drawer
668,Use_Drawer
669,Use_Drawer
670,Use_Drawer
671,Use_Drawer
672,Use_Drawer
673,Use_Drawer
674,Use_Drawer
675,Use_Drawer
676,Use_Drawer
677,Use_Drawer
678,Use_Drawer
679,Use_Drawer
680,Use_Drawer
