,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Watch_TV
49,Watch_TV
50,Watch_TV
51,Watch_TV
52,Watch_TV
53,Watch_TV
54,Watch_TV
55,Watch_TV
56,Watch_TV
57,Watch_TV
58,Watch_TV
59,Watch_TV
60,Watch_TV
61,Watch_TV
62,Watch_TV
63,Watch_TV
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Watch_TV
81,Watch_TV
82,Watch_TV
83,Watch_TV
84,Watch_TV
85,Watch_TV
86,Watch_TV
87,Watch_TV
88,Watch_TV
89,Watch_TV
90,Watch_TV
91,Watch_TV
92,Watch_TV
93,Watch_TV
94,Watch_TV
95,Watch_TV
96,Watch_TV
97,Watch_TV
98,Watch_TV
99,Watch_TV
100,Watch_TV
101,Watch_TV
102,Watch_TV
103,Watch_TV
104,Watch_TV
105,Watch_TV
106,Watch_TV
107,Watch_TV
108,Watch_TV
109,Watch_TV
110,Watch_TV
111,Watch_TV
112,Watch_TV
113,Watch_TV
114,Watch_TV
115,Watch_TV
116,Watch_TV
117,Watch_TV
118,Watch_TV
119,Watch_TV
120,Watch_TV
121,Watch_TV
122,Watch_TV
123,Watch_TV
124,Watch_TV
125,Watch_TV
126,Watch_TV
127,Watch_TV
128,Watch_TV
129,Watch_TV
130,Watch_TV
131,Watch_TV
132,Watch_TV
133,Watch_TV
134,Watch_TV
135,Watch_TV
136,Watch_TV
137,Watch_TV
138,Watch_TV
139,Watch_TV
140,Watch_TV
141,Watch_TV
142,Watch_TV
143,Watch_TV
144,Watch_TV
145,Watch_TV
146,Watch_TV
147,Watch_TV
148,Watch_TV
149,Watch_TV
150,Watch_TV
151,Watch_TV
152,Watch_TV
153,Watch_TV
154,Watch_TV
155,Watch_TV
156,Watch_TV
157,Watch_TV
158,Watch_TV
159,Watch_TV
160,Write
161,Write
162,Write
163,Write
164,Write
165,Write
166,Write
167,Write
168,Write
169,Write
170,Write
171,Write
172,Write
173,Write
174,Write
175,Write
176,Write
177,Write
178,Write
179,Write
180,Write
181,Write
182,Write
183,Write
184,Write
185,Write
186,Write
187,Write
188,Write
189,Write
190,Write
191,Write
192,Watch_TV
193,Watch_TV
194,Watch_TV
195,Watch_TV
196,Watch_TV
197,Watch_TV
198,Watch_TV
199,Watch_TV
200,Watch_TV
201,Watch_TV
202,Watch_TV
203,Watch_TV
204,Watch_TV
205,Watch_TV
206,Watch_TV
207,Watch_TV
208,Watch_TV
209,Watch_TV
210,Watch_TV
211,Watch_TV
212,Watch_TV
213,Watch_TV
214,Watch_TV
215,Watch_TV
216,Watch_TV
217,Watch_TV
218,Watch_TV
219,Watch_TV
220,Watch_TV
221,Watch_TV
222,Watch_TV
223,Watch_TV
224,Watch_TV
225,Watch_TV
226,Watch_TV
227,Watch_TV
228,Watch_TV
229,Watch_TV
230,Watch_TV
231,Watch_TV
232,Watch_TV
233,Watch_TV
234,Watch_TV
235,Watch_TV
236,Watch_TV
237,Watch_TV
238,Watch_TV
239,Watch_TV
240,Watch_TV
241,Watch_TV
242,Watch_TV
243,Watch_TV
244,Watch_TV
245,Watch_TV
246,Watch_TV
247,Watch_TV
248,Watch_TV
249,Watch_TV
250,Watch_TV
251,Watch_TV
252,Watch_TV
253,Watch_TV
254,Watch_TV
255,Watch_TV
256,Write
257,Write
258,Write
259,Write
260,Write
261,Write
262,Write
263,Write
264,Write
265,Write
266,Write
267,Write
268,Write
269,Write
270,Write
271,Write
272,Write
273,Write
274,Write
275,Write
276,Write
277,Write
278,Write
279,Write
280,Write
281,Write
282,Write
283,Write
284,Write
285,Write
286,Write
287,Write
288,Write
289,Write
290,Write
291,Write
292,Write
293,Write
294,Write
295,Write
296,Write
297,Write
298,Write
299,Write
300,Write
301,Write
302,Write
303,Write
304,Write
305,Write
306,Write
307,Write
308,Write
309,Write
310,Write
311,Write
312,Write
313,Write
314,Write
315,Write
316,Write
317,Write
318,Write
319,Write
320,Write
321,Write
322,Write
323,Write
324,Write
325,Write
326,Write
327,Write
328,Write
329,Write
330,Write
331,Write
332,Write
333,Write
334,Write
335,Write
336,Walk
337,Walk
338,Walk
339,Walk
340,Walk
341,Walk
342,Walk
343,Walk
344,Walk
345,Walk
346,Walk
347,Walk
348,Walk
349,Walk
350,Walk
351,Walk
352,Walk
353,Walk
354,Walk
355,Walk
356,Walk
357,Walk
358,Walk
359,Walk
360,Walk
361,Walk
362,Walk
363,Walk
364,Walk
365,Walk
366,Walk
367,Walk
368,Walk
369,Walk
370,Walk
371,Walk
372,Walk
373,Walk
374,Walk
375,Walk
376,Walk
377,Walk
378,Walk
379,Walk
380,Walk
381,Walk
382,Walk
383,Walk
384,Walk
385,Walk
386,Walk
387,Walk
388,Walk
389,Walk
390,Walk
391,Walk
392,Walk
393,Walk
394,Walk
395,Walk
396,Walk
397,Walk
398,Walk
399,Walk
400,Walk
401,Walk
402,Walk
403,Walk
404,Walk
405,Walk
406,Walk
407,Walk
408,Walk
409,Walk
410,Walk
411,Walk
412,Walk
413,Walk
414,Walk
415,Walk
416,Walk
417,Walk
418,Walk
419,Walk
420,Walk
421,Walk
422,Walk
423,Walk
424,Walk
425,Walk
426,Walk
427,Walk
428,Walk
429,Walk
430,Walk
431,Walk
432,Walk
433,Walk
434,Walk
435,Walk
436,Walk
437,Walk
438,Walk
439,Walk
440,Walk
441,Walk
442,Walk
443,Walk
444,Walk
445,Walk
446,Walk
447,Walk
448,Use_Drawer
449,Use_Drawer
450,Use_Drawer
451,Use_Drawer
452,Use_Drawer
453,Use_Drawer
454,Use_Drawer
455,Use_Drawer
456,Use_Drawer
457,Use_Drawer
458,Use_Drawer
459,Use_Drawer
460,Use_Drawer
461,Use_Drawer
462,Use_Drawer
463,Use_Drawer
464,Use_Drawer
465,Use_Drawer
466,Use_Drawer
467,Use_Drawer
468,Use_Drawer
469,Use_Drawer
470,Use_Drawer
471,Use_Drawer
472,Use_Drawer
473,Use_Drawer
474,Use_Drawer
475,Use_Drawer
476,Use_Drawer
477,Use_Drawer
478,Use_Drawer
479,Use_Drawer
480,Use_Drawer
481,Use_Drawer
482,Use_Drawer
483,Use_Drawer
484,Use_Drawer
485,Use_Drawer
486,Use_Drawer
487,Use_Drawer
488,Use_Drawer
489,Use_Drawer
490,Use_Drawer
491,Use_Drawer
492,Use_Drawer
493,Use_Drawer
494,Use_Drawer
495,Use_Drawer
496,Use_Drawer
497,Use_Drawer
498,Use_Drawer
499,Use_Drawer
500,Use_Drawer
501,Use_Drawer
502,Use_Drawer
503,Use_Drawer
504,Use_Drawer
505,Use_Drawer
506,Use_Drawer
507,Use_Drawer
508,Use_Drawer
509,Use_Drawer
510,Use_Drawer
511,Use_Drawer
512,Use_Drawer
513,Use_Drawer
514,Use_Drawer
515,Use_Drawer
516,Use_Drawer
517,Use_Drawer
518,Use_Drawer
519,Use_Drawer
520,Use_Drawer
521,Use_Drawer
522,Use_Drawer
523,Use_Drawer
524,Use_Drawer
525,Use_Drawer
526,Use_Drawer
527,Use_Drawer
528,Use_Drawer
529,Use_Drawer
530,Use_Drawer
531,Use_Drawer
532,Use_Drawer
533,Use_Drawer
534,Use_Drawer
535,Use_Drawer
536,Use_Drawer
537,Use_Drawer
538,Use_Drawer
539,Use_Drawer
540,Use_Drawer
541,Use_Drawer
542,Use_Drawer
543,Use_Drawer
544,Use_Drawer
545,Use_Drawer
546,Use_Drawer
547,Use_Drawer
548,Use_Drawer
549,Use_Drawer
550,Use_Drawer
551,Use_Drawer
552,Use_Drawer
553,Use_Drawer
554,Use_Drawer
555,Use_Drawer
556,Use_Drawer
557,Use_Drawer
558,Use_Drawer
559,Use_Drawer
560,Use_Drawer
561,Use_Drawer
562,Use_Drawer
563,Use_Drawer
564,Use_Drawer
565,Use_Drawer
566,Use_Drawer
567,Use_Drawer
568,Use_Drawer
569,Use_Drawer
570,Use_Drawer
571,Use_Drawer
572,Use_Drawer
573,Use_Drawer
574,Use_Drawer
575,Use_Drawer
576,Use_Drawer
577,Use_Drawer
578,Use_Drawer
579,Use_Drawer
580,Use_Drawer
581,Use_Drawer
582,Use_Drawer
583,Use_Drawer
584,Use_Drawer
585,Use_Drawer
586,Use_Drawer
587,Use_Drawer
588,Use_Drawer
589,Use_Drawer
590,Use_Drawer
591,Use_Drawer
592,Use_Drawer
593,Use_Drawer
594,Use_Drawer
595,Use_Drawer
596,Use_Drawer
597,Use_Drawer
598,Use_Drawer
599,Use_Drawer
600,Use_Drawer
601,Use_Drawer
602,Use_Drawer
603,Use_Drawer
604,Use_Drawer
605,Use_Drawer
606,Use_Drawer
607,Use_Drawer
608,Use_Drawer
609,Use_Drawer
610,Use_Drawer
611,Use_Drawer
612,Use_Drawer
613,Use_Drawer
614,Use_Drawer
615,Use_Drawer
616,Use_Drawer
617,Use_Drawer
618,Use_Drawer
619,Use_Drawer
620,Use_Drawer
621,Use_Drawer
622,Use_Drawer
623,Use_Drawer
624,Use_Drawer
625,Use_Drawer
626,Use_Drawer
627,Use_Drawer
628,Use_Drawer
629,Use_Drawer
630,Use_Drawer
631,Use_Drawer
632,Use_Drawer
633,Use_Drawer
634,Use_Drawer
635,Use_Drawer
636,Use_Drawer
637,Use_Drawer
638,Use_Drawer
639,Use_Drawer
640,Use_Drawer
641,Use_Drawer
642,Use_Drawer
643,Use_Drawer
644,Use_Drawer
645,Use_Drawer
646,Use_Drawer
647,Use_Drawer
648,Use_Drawer
649,Use_Drawer
650,Use_Drawer
651,Use_Drawer
652,Use_Drawer
653,Use_Drawer
654,Use_Drawer
655,Use_Drawer
656,Use_Drawer
657,Use_Drawer
658,Use_Drawer
659,Use_Drawer
660,Use_Drawer
661,Use_Drawer
662,Use_Drawer
663,Use_Drawer
664,Use_Drawer
665,Use_Drawer
666,Use_Drawer
667,Use_Drawer
668,Use_Drawer
669,Use_Drawer
670,Use_Drawer
671,Use_Drawer
672,Use_Drawer
673,Use_Drawer
674,Use_Drawer
675,Use_Drawer
676,Use_Drawer
677,Use_Drawer
678,Use_Drawer
679,Use_Drawer
680,Use_Drawer
681,Use_Drawer
682,Use_Drawer
683,Use_Drawer
684,Use_Drawer
685,Use_Drawer
686,Use_Drawer
687,Use_Drawer
688,Use_Drawer
689,Use_Drawer
690,Use_Drawer
691,Use_Drawer
692,Use_Drawer
693,Use_Drawer
694,Use_Drawer
695,Use_Drawer
696,Use_Drawer
697,Use_Drawer
698,Use_Drawer
699,Use_Drawer
700,Use_Drawer
701,Use_Drawer
702,Use_Drawer
703,Use_Drawer
704,Use_Drawer
705,Use_Drawer
706,Use_Drawer
707,Use_Drawer
708,Use_Drawer
709,Use_Drawer
710,Use_Drawer
711,Use_Drawer
712,Use_Drawer
713,Use_Drawer
714,Use_Drawer
715,Use_Drawer
