,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Put_something_on_table
49,Put_something_on_table
50,Put_something_on_table
51,Put_something_on_table
52,Put_something_on_table
53,Put_something_on_table
54,Put_something_on_table
55,Put_something_on_table
56,Put_something_on_table
57,Put_something_on_table
58,Put_something_on_table
59,Put_something_on_table
60,Put_something_on_table
61,Put_something_on_table
62,Put_something_on_table
63,Put_something_on_table
64,Put_something_on_table
65,Put_something_on_table
66,Put_something_on_table
67,Put_something_on_table
68,Put_something_on_table
69,Put_something_on_table
70,Put_something_on_table
71,Put_something_on_table
72,Put_something_on_table
73,Put_something_on_table
74,Put_something_on_table
75,Put_something_on_table
76,Put_something_on_table
77,Put_something_on_table
78,Put_something_on_table
79,Put_something_on_table
80,Put_something_on_table
81,Put_something_on_table
82,Put_something_on_table
83,Put_something_on_table
84,Put_something_on_table
85,Put_something_on_table
86,Put_something_on_table
87,Put_something_on_table
88,Put_something_on_table
89,Put_something_on_table
90,Put_something_on_table
91,Put_something_on_table
92,Put_something_on_table
93,Put_something_on_table
94,Put_something_on_table
95,Put_something_on_table
