,captions
0,Put_something_on_table
1,Put_something_on_table
2,Put_something_on_table
3,Put_something_on_table
4,Put_something_on_table
5,Put_something_on_table
6,Put_something_on_table
7,Put_something_on_table
8,Put_something_on_table
9,Put_something_on_table
10,Put_something_on_table
11,Put_something_on_table
12,Put_something_on_table
13,Put_something_on_table
14,Put_something_on_table
15,Put_something_on_table
16,Make_tea.Boil_water
17,Make_tea.Boil_water
18,Make_tea.Boil_water
19,Make_tea.Boil_water
20,Make_tea.Boil_water
21,Make_tea.Boil_water
22,Make_tea.Boil_water
23,Make_tea.Boil_water
24,Make_tea.Boil_water
25,Make_tea.Boil_water
26,Make_tea.Boil_water
27,Make_tea.Boil_water
28,Make_tea.Boil_water
29,Make_tea.Boil_water
30,Make_tea.Boil_water
31,Make_tea.Boil_water
32,Make_tea.Boil_water
33,Make_tea.Boil_water
34,Make_tea.Boil_water
35,Make_tea.Boil_water
36,Make_tea.Boil_water
37,Make_tea.Boil_water
38,Make_tea.Boil_water
39,Make_tea.Boil_water
40,Make_tea.Boil_water
41,Make_tea.Boil_water
42,Make_tea.Boil_water
43,Make_tea.Boil_water
44,Make_tea.Boil_water
45,Make_tea.Boil_water
46,Make_tea.Boil_water
47,Make_tea.Boil_water
48,Walk
49,Walk
50,Walk
51,Walk
52,Walk
53,Walk
54,Walk
55,Walk
56,Walk
57,Walk
58,Walk
59,Walk
60,Walk
61,Walk
62,Walk
63,Walk
64,Walk
65,Walk
66,Walk
67,Walk
68,Walk
69,Walk
70,Walk
71,Walk
72,Walk
73,Walk
74,Walk
75,Walk
76,Walk
77,Walk
78,Walk
79,Walk
80,Walk
81,Walk
82,Walk
83,Walk
84,Walk
85,Walk
86,Walk
87,Walk
88,Walk
89,Walk
90,Walk
91,Walk
92,Walk
93,Walk
94,Walk
95,Walk
