,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Put_something_on_table
33,Put_something_on_table
34,Put_something_on_table
35,Put_something_on_table
36,Put_something_on_table
37,Put_something_on_table
38,Put_something_on_table
39,Put_something_on_table
40,Put_something_on_table
41,Put_something_on_table
42,Put_something_on_table
43,Put_something_on_table
44,Put_something_on_table
45,Put_something_on_table
46,Put_something_on_table
47,Put_something_on_table
48,Watch_TV
49,Watch_TV
50,Watch_TV
51,Watch_TV
52,Watch_TV
53,Watch_TV
54,Watch_TV
55,Watch_TV
56,Watch_TV
57,Watch_TV
58,Watch_TV
59,Watch_TV
60,Watch_TV
61,Watch_TV
62,Watch_TV
63,Watch_TV
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Watch_TV
81,Watch_TV
82,Watch_TV
83,Watch_TV
84,Watch_TV
85,Watch_TV
86,Watch_TV
87,Watch_TV
88,Watch_TV
89,Watch_TV
90,Watch_TV
91,Watch_TV
92,Watch_TV
93,Watch_TV
94,Watch_TV
95,Watch_TV
