,captions
0,Breakfast
1,Breakfast
2,Breakfast
3,Breakfast
4,Breakfast
5,Breakfast
6,Breakfast
7,Breakfast
8,Breakfast
9,Breakfast
10,Breakfast
11,Breakfast
12,Breakfast
13,Breakfast
14,Breakfast
15,Breakfast
16,Put_something_on_table
17,Put_something_on_table
18,Put_something_on_table
19,Put_something_on_table
20,Put_something_on_table
21,Put_something_on_table
22,Put_something_on_table
23,Put_something_on_table
24,Put_something_on_table
25,Put_something_on_table
26,Put_something_on_table
27,Put_something_on_table
28,Put_something_on_table
29,Put_something_on_table
30,Put_something_on_table
31,Put_something_on_table
32,Put_something_on_table
33,Put_something_on_table
34,Put_something_on_table
35,Put_something_on_table
36,Put_something_on_table
37,Put_something_on_table
38,Put_something_on_table
39,Put_something_on_table
40,Put_something_on_table
41,Put_something_on_table
42,Put_something_on_table
43,Put_something_on_table
44,Put_something_on_table
45,Put_something_on_table
46,Put_something_on_table
47,Put_something_on_table
48,Breakfast
49,Breakfast
50,Breakfast
51,Breakfast
52,Breakfast
53,Breakfast
54,Breakfast
55,Breakfast
56,Breakfast
57,Breakfast
58,Breakfast
59,Breakfast
60,Breakfast
61,Breakfast
62,Breakfast
63,Breakfast
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
