,captions
0,Read
1,Read
2,Read
3,Read
4,Read
5,Read
6,Read
7,Read
8,Read
9,Read
10,Read
11,Read
12,Read
13,Read
14,Read
15,Read
16,Sit_down
17,Sit_down
18,Sit_down
19,Sit_down
20,Sit_down
21,Sit_down
22,Sit_down
23,Sit_down
24,Sit_down
25,Sit_down
26,Sit_down
27,Sit_down
28,Sit_down
29,Sit_down
30,Sit_down
31,Sit_down
32,Put_something_on_table
33,Put_something_on_table
34,Put_something_on_table
35,Put_something_on_table
36,Put_something_on_table
37,Put_something_on_table
38,Put_something_on_table
39,Put_something_on_table
40,Put_something_on_table
41,Put_something_on_table
42,Put_something_on_table
43,Put_something_on_table
44,Put_something_on_table
45,Put_something_on_table
46,Put_something_on_table
47,Put_something_on_table
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
