,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Use_telephone
49,Use_telephone
50,Use_telephone
51,Use_telephone
52,Use_telephone
53,Use_telephone
54,Use_telephone
55,Use_telephone
56,Use_telephone
57,Use_telephone
58,Use_telephone
59,Use_telephone
60,Use_telephone
61,Use_telephone
62,Use_telephone
63,Use_telephone
64,Use_telephone
65,Use_telephone
66,Use_telephone
67,Use_telephone
68,Use_telephone
69,Use_telephone
70,Use_telephone
71,Use_telephone
72,Use_telephone
73,Use_telephone
74,Use_telephone
75,Use_telephone
76,Use_telephone
77,Use_telephone
78,Use_telephone
79,Use_telephone
80,Use_telephone
81,Use_telephone
82,Use_telephone
83,Use_telephone
84,Use_telephone
85,Use_telephone
86,Use_telephone
87,Use_telephone
88,Use_telephone
89,Use_telephone
90,Use_telephone
91,Use_telephone
92,Use_telephone
93,Use_telephone
94,Use_telephone
95,Use_telephone
