,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Put_something_on_table
49,Put_something_on_table
50,Put_something_on_table
51,Put_something_on_table
52,Put_something_on_table
53,Put_something_on_table
54,Put_something_on_table
55,Put_something_on_table
56,Put_something_on_table
57,Put_something_on_table
58,Put_something_on_table
59,Put_something_on_table
60,Put_something_on_table
61,Put_something_on_table
62,Put_something_on_table
63,Put_something_on_table
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Watch_TV
81,Watch_TV
82,Watch_TV
83,Watch_TV
84,Watch_TV
85,Watch_TV
86,Watch_TV
87,Watch_TV
88,Watch_TV
89,Watch_TV
90,Watch_TV
91,Watch_TV
92,Watch_TV
93,Watch_TV
94,Watch_TV
95,Watch_TV
