,captions
0,Put_something_on_table
1,Put_something_on_table
2,Put_something_on_table
3,Put_something_on_table
4,Put_something_on_table
5,Put_something_on_table
6,Put_something_on_table
7,Put_something_on_table
8,Put_something_on_table
9,Put_something_on_table
10,Put_something_on_table
11,Put_something_on_table
12,Put_something_on_table
13,Put_something_on_table
14,Put_something_on_table
15,Put_something_on_table
16,Put_something_on_table
17,Put_something_on_table
18,Put_something_on_table
19,Put_something_on_table
20,Put_something_on_table
21,Put_something_on_table
22,Put_something_on_table
23,Put_something_on_table
24,Put_something_on_table
25,Put_something_on_table
26,Put_something_on_table
27,Put_something_on_table
28,Put_something_on_table
29,Put_something_on_table
30,Put_something_on_table
31,Put_something_on_table
32,Get_up
33,Get_up
34,Get_up
35,Get_up
36,Get_up
37,Get_up
38,Get_up
39,Get_up
40,Get_up
41,Get_up
42,Get_up
43,Get_up
44,Get_up
45,Get_up
46,Get_up
47,Get_up
48,Leave
49,Leave
50,Leave
51,Leave
52,Leave
53,Leave
54,Leave
55,Leave
56,Leave
57,Leave
58,Leave
59,Leave
60,Leave
61,Leave
62,Leave
63,Leave
64,Leave
65,Leave
66,Leave
67,Leave
68,Leave
69,Leave
70,Leave
71,Leave
72,Leave
73,Leave
74,Leave
75,Leave
76,Leave
77,Leave
78,Leave
79,Leave
80,Leave
81,Leave
82,Leave
83,Leave
84,Leave
85,Leave
86,Leave
87,Leave
88,Leave
89,Leave
90,Leave
91,Leave
92,Leave
93,Leave
94,Leave
95,Leave
