,captions
0,Leave
1,Leave
2,Leave
3,Leave
4,Leave
5,Leave
6,Leave
7,Leave
8,Leave
9,Leave
10,Leave
11,Leave
12,Leave
13,Leave
14,Leave
15,Leave
16,Leave
17,Leave
18,Leave
19,Leave
20,Leave
21,Leave
22,Leave
23,Leave
24,Leave
25,Leave
26,Leave
27,Leave
28,Leave
29,Leave
30,Leave
31,Leave
32,Leave
33,Leave
34,Leave
35,Leave
36,Leave
37,Leave
38,Leave
39,Leave
40,Leave
41,Leave
42,Leave
43,Leave
44,Leave
45,Leave
46,Leave
47,Leave
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
