,captions
0,Watch_TV
1,Watch_TV
2,Watch_TV
3,Watch_TV
4,Watch_TV
5,Watch_TV
6,Watch_TV
7,Watch_TV
8,Watch_TV
9,Watch_TV
10,Watch_TV
11,Watch_TV
12,Watch_TV
13,Watch_TV
14,Watch_TV
15,Watch_TV
16,Read
17,Read
18,Read
19,Read
20,Read
21,Read
22,Read
23,Read
24,Read
25,Read
26,Read
27,Read
28,Read
29,Read
30,Read
31,Read
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Use_laptop
49,Use_laptop
50,Use_laptop
51,Use_laptop
52,Use_laptop
53,Use_laptop
54,Use_laptop
55,Use_laptop
56,Use_laptop
57,Use_laptop
58,Use_laptop
59,Use_laptop
60,Use_laptop
61,Use_laptop
62,Use_laptop
63,Use_laptop
64,Use_laptop
65,Use_laptop
66,Use_laptop
67,Use_laptop
68,Use_laptop
69,Use_laptop
70,Use_laptop
71,Use_laptop
72,Use_laptop
73,Use_laptop
74,Use_laptop
75,Use_laptop
76,Use_laptop
77,Use_laptop
78,Use_laptop
79,Use_laptop
80,Use_laptop
81,Use_laptop
82,Use_laptop
83,Use_laptop
84,Use_laptop
85,Use_laptop
86,Use_laptop
87,Use_laptop
88,Use_laptop
89,Use_laptop
90,Use_laptop
91,Use_laptop
92,Use_laptop
93,Use_laptop
94,Use_laptop
95,Use_laptop
