,captions
0,Use_telephone
1,Use_telephone
2,Use_telephone
3,Use_telephone
4,Use_telephone
5,Use_telephone
6,Use_telephone
7,Use_telephone
8,Use_telephone
9,Use_telephone
10,Use_telephone
11,Use_telephone
12,Use_telephone
13,Use_telephone
14,Use_telephone
15,Use_telephone
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
