,captions
0,Use_Drawer
1,Use_Drawer
2,Use_Drawer
3,Use_Drawer
4,Use_Drawer
5,Use_Drawer
6,Use_Drawer
7,Use_Drawer
8,Use_Drawer
9,Use_Drawer
10,Use_Drawer
11,Use_Drawer
12,Use_Drawer
13,Use_Drawer
14,Use_Drawer
15,Use_Drawer
16,Use_Drawer
17,Use_Drawer
18,Use_Drawer
19,Use_Drawer
20,Use_Drawer
21,Use_Drawer
22,Use_Drawer
23,Use_Drawer
24,Use_Drawer
25,Use_Drawer
26,Use_Drawer
27,Use_Drawer
28,Use_Drawer
29,Use_Drawer
30,Use_Drawer
31,Use_Drawer
32,Use_Drawer
33,Use_Drawer
34,Use_Drawer
35,Use_Drawer
36,Use_Drawer
37,Use_Drawer
38,Use_Drawer
39,Use_Drawer
40,Use_Drawer
41,Use_Drawer
42,Use_Drawer
43,Use_Drawer
44,Use_Drawer
45,Use_Drawer
46,Use_Drawer
47,Use_Drawer
48,Walk
49,Walk
50,Walk
51,Walk
52,Walk
53,Walk
54,Walk
55,Walk
56,Walk
57,Walk
58,Walk
59,Walk
60,Walk
61,Walk
62,Walk
63,Walk
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Watch_TV
81,Watch_TV
82,Watch_TV
83,Watch_TV
84,Watch_TV
85,Watch_TV
86,Watch_TV
87,Watch_TV
88,Watch_TV
89,Watch_TV
90,Watch_TV
91,Watch_TV
92,Watch_TV
93,Watch_TV
94,Watch_TV
95,Watch_TV
