,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Enter
49,Enter
50,Enter
51,Enter
52,Enter
53,Enter
54,Enter
55,Enter
56,Enter
57,Enter
58,Enter
59,Enter
60,Enter
61,Enter
62,Enter
63,Enter
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Enter
81,Enter
82,Enter
83,Enter
84,Enter
85,Enter
86,Enter
87,Enter
88,Enter
89,Enter
90,Enter
91,Enter
92,Enter
93,Enter
94,Enter
95,Enter
96,Enter
97,Enter
98,Enter
99,Enter
100,Enter
101,Enter
102,Enter
103,Enter
104,Enter
105,Enter
106,Enter
107,Enter
108,Enter
109,Enter
110,Enter
111,Enter
112,Enter
113,Enter
114,Enter
115,Enter
116,Enter
117,Enter
118,Enter
119,Enter
120,Enter
121,Enter
122,Enter
123,Enter
124,Enter
125,Enter
126,Enter
127,Enter
128,Walk
129,Walk
130,Walk
131,Walk
132,Walk
133,Walk
134,Walk
135,Walk
136,Walk
137,Walk
138,Walk
139,Walk
140,Walk
141,Walk
142,Walk
143,Walk
144,Walk
145,Walk
146,Walk
147,Walk
148,Walk
149,Walk
150,Walk
151,Walk
152,Walk
153,Walk
154,Walk
155,Walk
156,Walk
157,Walk
158,Walk
159,Walk
160,Walk
161,Walk
162,Walk
163,Walk
164,Walk
165,Walk
166,Walk
167,Walk
168,Walk
169,Walk
170,Walk
171,Walk
172,Walk
173,Walk
174,Walk
175,Walk
176,Walk
177,Walk
178,Walk
179,Walk
180,Walk
181,Walk
182,Walk
183,Walk
184,Walk
185,Walk
186,Walk
187,Walk
188,Walk
189,Walk
190,Walk
191,Walk
192,Walk
193,Walk
194,Walk
195,Walk
196,Walk
197,Walk
198,Walk
199,Walk
200,Walk
201,Walk
202,Walk
203,Walk
204,Walk
205,Walk
206,Walk
207,Walk
208,Walk
209,Walk
210,Walk
211,Walk
212,Walk
213,Walk
214,Walk
215,Walk
216,Walk
217,Walk
218,Walk
219,Walk
220,Walk
221,Walk
222,Walk
223,Walk
224,Walk
225,Walk
226,Walk
227,Walk
228,Walk
229,Walk
230,Walk
231,Walk
232,Walk
233,Walk
234,Walk
235,Walk
236,Walk
237,Walk
238,Walk
239,Walk
240,Make_tea.Boil_water
241,Make_tea.Boil_water
242,Make_tea.Boil_water
243,Make_tea.Boil_water
244,Make_tea.Boil_water
245,Make_tea.Boil_water
246,Make_tea.Boil_water
247,Make_tea.Boil_water
248,Make_tea.Boil_water
249,Make_tea.Boil_water
250,Make_tea.Boil_water
251,Make_tea.Boil_water
252,Make_tea.Boil_water
253,Make_tea.Boil_water
254,Make_tea.Boil_water
255,Make_tea.Boil_water
256,Walk
257,Walk
258,Walk
259,Walk
260,Walk
261,Walk
262,Walk
263,Walk
264,Walk
265,Walk
266,Walk
267,Walk
268,Walk
269,Walk
270,Walk
271,Walk
272,Walk
273,Walk
274,Walk
275,Walk
276,Walk
277,Walk
278,Walk
279,Walk
280,Walk
281,Walk
282,Walk
283,Walk
284,Walk
285,Walk
286,Walk
287,Walk
288,Clean_dishes
289,Clean_dishes
290,Clean_dishes
291,Clean_dishes
292,Clean_dishes
293,Clean_dishes
294,Clean_dishes
295,Clean_dishes
296,Clean_dishes
297,Clean_dishes
298,Clean_dishes
299,Clean_dishes
300,Clean_dishes
301,Clean_dishes
302,Clean_dishes
303,Clean_dishes
304,Clean_dishes
305,Clean_dishes
306,Clean_dishes
307,Clean_dishes
308,Clean_dishes
309,Clean_dishes
310,Clean_dishes
311,Clean_dishes
312,Clean_dishes
313,Clean_dishes
314,Clean_dishes
315,Clean_dishes
316,Clean_dishes
317,Clean_dishes
318,Clean_dishes
319,Clean_dishes
320,Use_fridge
321,Use_fridge
322,Use_fridge
323,Use_fridge
324,Use_fridge
325,Use_fridge
326,Use_fridge
327,Use_fridge
328,Use_fridge
329,Use_fridge
330,Use_fridge
331,Use_fridge
332,Use_fridge
333,Use_fridge
334,Use_fridge
335,Use_fridge
336,Clean_dishes
337,Clean_dishes
338,Clean_dishes
339,Clean_dishes
340,Clean_dishes
341,Clean_dishes
342,Clean_dishes
343,Clean_dishes
344,Clean_dishes
345,Clean_dishes
346,Clean_dishes
347,Clean_dishes
348,Clean_dishes
349,Clean_dishes
350,Clean_dishes
351,Clean_dishes
352,Clean_dishes
353,Clean_dishes
354,Clean_dishes
355,Clean_dishes
356,Clean_dishes
357,Clean_dishes
358,Clean_dishes
359,Clean_dishes
360,Clean_dishes
361,Clean_dishes
362,Clean_dishes
363,Clean_dishes
364,Clean_dishes
365,Clean_dishes
366,Clean_dishes
367,Clean_dishes
368,Clean_dishes
369,Clean_dishes
370,Clean_dishes
371,Clean_dishes
372,Clean_dishes
373,Clean_dishes
374,Clean_dishes
375,Clean_dishes
376,Clean_dishes
377,Clean_dishes
378,Clean_dishes
379,Clean_dishes
380,Clean_dishes
381,Clean_dishes
382,Clean_dishes
383,Clean_dishes
384,Clean_dishes
385,Clean_dishes
386,Clean_dishes
387,Clean_dishes
388,Clean_dishes
389,Clean_dishes
390,Clean_dishes
391,Clean_dishes
392,Clean_dishes
393,Clean_dishes
394,Clean_dishes
395,Clean_dishes
396,Clean_dishes
397,Clean_dishes
398,Clean_dishes
399,Clean_dishes
400,Use_telephone
401,Use_telephone
402,Use_telephone
403,Use_telephone
404,Use_telephone
405,Use_telephone
406,Use_telephone
