,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Enter
49,Enter
50,Enter
51,Enter
52,Enter
53,Enter
54,Enter
55,Enter
56,Enter
57,Enter
58,Enter
59,Enter
60,Enter
61,Enter
62,Enter
63,Enter
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Enter
81,Enter
82,Enter
83,Enter
84,Enter
85,Enter
86,Enter
87,Enter
88,Enter
89,Enter
90,Enter
91,Enter
92,Enter
93,Enter
94,Enter
95,Enter
96,Walk
97,Walk
98,Walk
99,Walk
100,Walk
101,Walk
102,Walk
103,Walk
104,Walk
105,Walk
106,Walk
107,Walk
108,Walk
109,Walk
110,Walk
111,Walk
112,Walk
113,Walk
114,Walk
115,Walk
116,Walk
117,Walk
118,Walk
119,Walk
120,Walk
121,Walk
122,Walk
123,Walk
124,Walk
125,Walk
126,Walk
127,Walk
128,Walk
129,Walk
130,Walk
131,Walk
132,Walk
133,Walk
134,Walk
135,Walk
136,Walk
137,Walk
138,Walk
139,Walk
140,Walk
141,Walk
142,Walk
143,Walk
144,Walk
145,Walk
146,Walk
147,Walk
148,Walk
149,Walk
150,Walk
151,Walk
152,Walk
153,Walk
154,Walk
155,Walk
156,Walk
157,Walk
158,Walk
159,Walk
160,Walk
161,Walk
162,Walk
163,Walk
164,Walk
165,Walk
166,Walk
167,Walk
168,Walk
169,Walk
170,Walk
171,Walk
172,Walk
173,Walk
174,Walk
175,Walk
176,Walk
177,Walk
178,Walk
179,Walk
180,Walk
181,Walk
182,Walk
183,Walk
184,Walk
185,Walk
186,Walk
187,Walk
188,Walk
189,Walk
190,Walk
191,Walk
192,Walk
193,Walk
194,Walk
195,Walk
196,Walk
197,Walk
198,Walk
199,Walk
200,Walk
201,Walk
202,Walk
203,Walk
204,Walk
205,Walk
206,Walk
207,Walk
208,Make_tea.Boil_water
209,Make_tea.Boil_water
210,Make_tea.Boil_water
211,Make_tea.Boil_water
212,Make_tea.Boil_water
213,Make_tea.Boil_water
214,Make_tea.Boil_water
215,Make_tea.Boil_water
216,Make_tea.Boil_water
217,Make_tea.Boil_water
218,Make_tea.Boil_water
219,Make_tea.Boil_water
220,Make_tea.Boil_water
221,Make_tea.Boil_water
222,Make_tea.Boil_water
223,Make_tea.Boil_water
224,Make_tea.Boil_water
225,Make_tea.Boil_water
226,Make_tea.Boil_water
227,Make_tea.Boil_water
228,Make_tea.Boil_water
229,Make_tea.Boil_water
230,Make_tea.Boil_water
231,Make_tea.Boil_water
232,Make_tea.Boil_water
233,Make_tea.Boil_water
234,Make_tea.Boil_water
235,Make_tea.Boil_water
236,Make_tea.Boil_water
237,Make_tea.Boil_water
238,Make_tea.Boil_water
239,Make_tea.Boil_water
240,Make_tea.Boil_water
241,Make_tea.Boil_water
242,Make_tea.Boil_water
243,Make_tea.Boil_water
244,Make_tea.Boil_water
245,Make_tea.Boil_water
246,Make_tea.Boil_water
247,Make_tea.Boil_water
248,Make_tea.Boil_water
249,Make_tea.Boil_water
250,Make_tea.Boil_water
251,Make_tea.Boil_water
252,Make_tea.Boil_water
253,Make_tea.Boil_water
254,Make_tea.Boil_water
255,Make_tea.Boil_water
256,Make_coffee.Get_water
257,Make_coffee.Get_water
258,Make_coffee.Get_water
259,Make_coffee.Get_water
260,Make_coffee.Get_water
261,Make_coffee.Get_water
262,Make_coffee.Get_water
263,Make_coffee.Get_water
264,Make_coffee.Get_water
265,Make_coffee.Get_water
266,Make_coffee.Get_water
267,Make_coffee.Get_water
268,Make_coffee.Get_water
269,Make_coffee.Get_water
270,Make_coffee.Get_water
271,Make_coffee.Get_water
272,Make_tea.Boil_water
273,Make_tea.Boil_water
274,Make_tea.Boil_water
275,Make_tea.Boil_water
276,Make_tea.Boil_water
277,Make_tea.Boil_water
278,Make_tea.Boil_water
279,Make_tea.Boil_water
280,Make_tea.Boil_water
281,Make_tea.Boil_water
282,Make_tea.Boil_water
283,Make_tea.Boil_water
284,Make_tea.Boil_water
285,Make_tea.Boil_water
286,Make_tea.Boil_water
287,Make_tea.Boil_water
288,Make_tea.Boil_water
289,Make_tea.Boil_water
290,Make_tea.Boil_water
291,Make_tea.Boil_water
292,Make_tea.Boil_water
293,Make_tea.Boil_water
294,Make_tea.Boil_water
295,Make_tea.Boil_water
296,Make_tea.Boil_water
297,Make_tea.Boil_water
298,Make_tea.Boil_water
299,Make_tea.Boil_water
300,Make_tea.Boil_water
301,Make_tea.Boil_water
302,Make_tea.Boil_water
303,Make_tea.Boil_water
304,Make_tea.Boil_water
305,Make_tea.Boil_water
306,Make_tea.Boil_water
307,Make_tea.Boil_water
308,Make_tea.Boil_water
309,Make_tea.Boil_water
310,Make_tea.Boil_water
311,Make_tea.Boil_water
312,Make_tea.Boil_water
313,Make_tea.Boil_water
314,Make_tea.Boil_water
315,Make_tea.Boil_water
316,Make_tea.Boil_water
317,Make_tea.Boil_water
318,Make_tea.Boil_water
319,Make_tea.Boil_water
320,Make_tea.Boil_water
321,Make_tea.Boil_water
322,Make_tea.Boil_water
323,Make_tea.Boil_water
324,Make_tea.Boil_water
325,Make_tea.Boil_water
326,Make_tea.Boil_water
327,Make_tea.Boil_water
328,Make_tea.Boil_water
329,Make_tea.Boil_water
330,Make_tea.Boil_water
331,Make_tea.Boil_water
332,Make_tea.Boil_water
333,Make_tea.Boil_water
334,Make_tea.Boil_water
335,Make_tea.Boil_water
336,Make_coffee.Get_water
337,Make_coffee.Get_water
338,Make_coffee.Get_water
339,Make_coffee.Get_water
340,Make_coffee.Get_water
341,Make_coffee.Get_water
342,Make_coffee.Get_water
343,Make_coffee.Get_water
344,Make_coffee.Get_water
345,Make_coffee.Get_water
346,Make_coffee.Get_water
347,Make_coffee.Get_water
348,Make_coffee.Get_water
349,Make_coffee.Get_water
350,Make_coffee.Get_water
351,Make_coffee.Get_water
352,Make_tea.Boil_water
353,Make_tea.Boil_water
354,Make_tea.Boil_water
355,Make_tea.Boil_water
356,Make_tea.Boil_water
357,Make_tea.Boil_water
358,Make_tea.Boil_water
359,Make_tea.Boil_water
360,Make_tea.Boil_water
361,Make_tea.Boil_water
362,Make_tea.Boil_water
363,Make_tea.Boil_water
364,Make_tea.Boil_water
365,Make_tea.Boil_water
