,captions
0,Use_Drawer
1,Use_Drawer
2,Use_Drawer
3,Use_Drawer
4,Use_Drawer
5,Use_Drawer
6,Use_Drawer
7,Use_Drawer
8,Use_Drawer
9,Use_Drawer
10,Use_Drawer
11,Use_Drawer
12,Use_Drawer
13,Use_Drawer
14,Use_Drawer
15,Use_Drawer
16,Use_fridge
17,Use_fridge
18,Use_fridge
19,Use_fridge
20,Use_fridge
21,Use_fridge
22,Use_fridge
23,Use_fridge
24,Use_fridge
25,Use_fridge
26,Use_fridge
27,Use_fridge
28,Use_fridge
29,Use_fridge
30,Use_fridge
31,Use_fridge
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Use_fridge
49,Use_fridge
50,Use_fridge
51,Use_fridge
52,Use_fridge
53,Use_fridge
54,Use_fridge
55,Use_fridge
56,Use_fridge
57,Use_fridge
58,Use_fridge
59,Use_fridge
60,Use_fridge
61,Use_fridge
62,Use_fridge
63,Use_fridge
64,Enter
65,Enter
66,Enter
67,Enter
68,Enter
69,Enter
70,Enter
71,Enter
72,Enter
73,Enter
74,Enter
75,Enter
76,Enter
77,Enter
78,Enter
79,Enter
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
