,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Use_fridge
17,Use_fridge
18,Use_fridge
19,Use_fridge
20,Use_fridge
21,Use_fridge
22,Use_fridge
23,Use_fridge
24,Use_fridge
25,Use_fridge
26,Use_fridge
27,Use_fridge
28,Use_fridge
29,Use_fridge
30,Use_fridge
31,Use_fridge
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Leave
49,Leave
50,Leave
51,Leave
52,Leave
53,Leave
54,Leave
55,Leave
56,Leave
57,Leave
58,Leave
59,Leave
60,Leave
61,Leave
62,Leave
63,Leave
64,Leave
65,Leave
66,Leave
67,Leave
68,Leave
69,Leave
70,Leave
71,Leave
72,Leave
73,Leave
74,Leave
75,Leave
76,Leave
77,Leave
78,Leave
79,Leave
80,Drink.From_cup
81,Drink.From_cup
82,Drink.From_cup
83,Drink.From_cup
84,Drink.From_cup
85,Drink.From_cup
86,Drink.From_cup
87,Drink.From_cup
88,Drink.From_cup
89,Drink.From_cup
90,Drink.From_cup
91,Drink.From_cup
92,Drink.From_cup
93,Drink.From_cup
94,Drink.From_cup
95,Drink.From_cup
