,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Drink.From_cup
49,Drink.From_cup
50,Drink.From_cup
51,Drink.From_cup
52,Drink.From_cup
53,Drink.From_cup
54,Drink.From_cup
55,Drink.From_cup
56,Drink.From_cup
57,Drink.From_cup
58,Drink.From_cup
59,Drink.From_cup
60,Drink.From_cup
61,Drink.From_cup
62,Drink.From_cup
63,Drink.From_cup
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Drink.From_cup
81,Drink.From_cup
82,Drink.From_cup
83,Drink.From_cup
84,Drink.From_cup
85,Drink.From_cup
86,Drink.From_cup
87,Drink.From_cup
88,Drink.From_cup
89,Drink.From_cup
90,Drink.From_cup
91,Drink.From_cup
92,Drink.From_cup
93,Drink.From_cup
94,Drink.From_cup
95,Drink.From_cup
