,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Walk
17,Walk
18,Walk
19,Walk
20,Walk
21,Walk
22,Walk
23,Walk
24,Walk
25,Walk
26,Walk
27,Walk
28,Walk
29,Walk
30,Walk
31,Walk
32,Walk
33,Walk
34,Walk
35,Walk
36,Walk
37,Walk
38,Walk
39,Walk
40,Walk
41,Walk
42,Walk
43,Walk
44,Walk
45,Walk
46,Walk
47,Walk
48,Walk
49,Walk
50,Walk
51,Walk
52,Walk
53,Walk
54,Walk
55,Walk
56,Walk
57,Walk
58,Walk
59,Walk
60,Walk
61,Walk
62,Walk
63,Walk
64,Put_something_on_table
65,Put_something_on_table
66,Put_something_on_table
67,Put_something_on_table
68,Put_something_on_table
69,Put_something_on_table
70,Put_something_on_table
71,Put_something_on_table
72,Put_something_on_table
73,Put_something_on_table
74,Put_something_on_table
75,Put_something_on_table
76,Put_something_on_table
77,Put_something_on_table
78,Put_something_on_table
79,Put_something_on_table
80,Take_something_off_table
81,Take_something_off_table
82,Take_something_off_table
83,Take_something_off_table
84,Take_something_off_table
85,Take_something_off_table
86,Take_something_off_table
87,Take_something_off_table
88,Take_something_off_table
89,Take_something_off_table
90,Take_something_off_table
91,Take_something_off_table
92,Take_something_off_table
93,Take_something_off_table
94,Take_something_off_table
95,Take_something_off_table
