,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Drink.From_cup
49,Drink.From_cup
50,Drink.From_cup
51,Drink.From_cup
52,Drink.From_cup
53,Drink.From_cup
54,Drink.From_cup
55,Drink.From_cup
56,Drink.From_cup
57,Drink.From_cup
58,Drink.From_cup
59,Drink.From_cup
60,Drink.From_cup
61,Drink.From_cup
62,Drink.From_cup
63,Drink.From_cup
64,Drink.From_cup
65,Drink.From_cup
66,Drink.From_cup
67,Drink.From_cup
68,Drink.From_cup
69,Drink.From_cup
70,Drink.From_cup
71,Drink.From_cup
72,Drink.From_cup
73,Drink.From_cup
74,Drink.From_cup
75,Drink.From_cup
76,Drink.From_cup
77,Drink.From_cup
78,Drink.From_cup
79,Drink.From_cup
80,Drink.From_cup
81,Drink.From_cup
82,Drink.From_cup
83,Drink.From_cup
84,Drink.From_cup
85,Drink.From_cup
86,Drink.From_cup
87,Drink.From_cup
88,Drink.From_cup
89,Drink.From_cup
90,Drink.From_cup
91,Drink.From_cup
92,Drink.From_cup
93,Drink.From_cup
94,Drink.From_cup
95,Drink.From_cup
