,captions
0,Leave
1,Leave
2,Leave
3,Leave
4,Leave
5,Leave
6,Leave
7,Leave
8,Leave
9,Leave
10,Leave
11,Leave
12,Leave
13,Leave
14,Leave
15,Leave
16,Use_fridge
17,Use_fridge
18,Use_fridge
19,Use_fridge
20,Use_fridge
21,Use_fridge
22,Use_fridge
23,Use_fridge
24,Use_fridge
25,Use_fridge
26,Use_fridge
27,Use_fridge
28,Use_fridge
29,Use_fridge
30,Use_fridge
31,Use_fridge
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Leave
49,Leave
50,Leave
51,Leave
52,Leave
53,Leave
54,Leave
55,Leave
56,Leave
57,Leave
58,Leave
59,Leave
60,Leave
61,Leave
62,Leave
63,Leave
64,Leave
65,Leave
66,Leave
67,Leave
68,Leave
69,Leave
70,Leave
71,Leave
72,Leave
73,Leave
74,Leave
75,Leave
76,Leave
77,Leave
78,Leave
79,Leave
80,Leave
81,Leave
82,Leave
83,Leave
84,Leave
85,Leave
86,Leave
87,Leave
88,Leave
89,Leave
90,Leave
91,Leave
92,Leave
93,Leave
94,Leave
95,Leave
