,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Use_laptop
49,Use_laptop
50,Use_laptop
51,Use_laptop
52,Use_laptop
53,Use_laptop
54,Use_laptop
55,Use_laptop
56,Use_laptop
57,Use_laptop
58,Use_laptop
59,Use_laptop
60,Use_laptop
61,Use_laptop
62,Use_laptop
63,Use_laptop
64,Use_laptop
65,Use_laptop
66,Use_laptop
67,Use_laptop
68,Use_laptop
69,Use_laptop
70,Use_laptop
71,Use_laptop
72,Use_laptop
73,Use_laptop
74,Use_laptop
75,Use_laptop
76,Use_laptop
77,Use_laptop
78,Use_laptop
79,Use_laptop
80,Use_laptop
81,Use_laptop
82,Use_laptop
83,Use_laptop
84,Use_laptop
85,Use_laptop
86,Use_laptop
87,Use_laptop
88,Use_laptop
89,Use_laptop
90,Use_laptop
91,Use_laptop
92,Use_laptop
93,Use_laptop
94,Use_laptop
95,Use_laptop
