,captions
0,Leave
1,Leave
2,Leave
3,Leave
4,Leave
5,Leave
6,Leave
7,Leave
8,Leave
9,Leave
10,Leave
11,Leave
12,Leave
13,Leave
14,Leave
15,Leave
16,Watch_TV
17,Watch_TV
18,Watch_TV
19,Watch_TV
20,Watch_TV
21,Watch_TV
22,Watch_TV
23,Watch_TV
24,Watch_TV
25,Watch_TV
26,Watch_TV
27,Watch_TV
28,Watch_TV
29,Watch_TV
30,Watch_TV
31,Watch_TV
32,Watch_TV
33,Watch_TV
34,Watch_TV
35,Watch_TV
36,Watch_TV
37,Watch_TV
38,Watch_TV
39,Watch_TV
40,Watch_TV
41,Watch_TV
42,Watch_TV
43,Watch_TV
44,Watch_TV
45,Watch_TV
46,Watch_TV
47,Watch_TV
48,Watch_TV
49,Watch_TV
50,Watch_TV
51,Watch_TV
52,Watch_TV
53,Watch_TV
54,Watch_TV
55,Watch_TV
56,Watch_TV
57,Watch_TV
58,Watch_TV
59,Watch_TV
60,Watch_TV
61,Watch_TV
62,Watch_TV
63,Watch_TV
64,Watch_TV
65,Watch_TV
66,Watch_TV
67,Watch_TV
68,Watch_TV
69,Watch_TV
70,Watch_TV
71,Watch_TV
72,Watch_TV
73,Watch_TV
74,Watch_TV
75,Watch_TV
76,Watch_TV
77,Watch_TV
78,Watch_TV
79,Watch_TV
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
