,captions
0,Leave
1,Leave
2,Leave
3,Leave
4,Leave
5,Leave
6,Leave
7,Leave
8,Leave
9,Leave
10,Leave
11,Leave
12,Leave
13,Leave
14,Leave
15,Leave
16,Leave
17,Leave
18,Leave
19,Leave
20,Leave
21,Leave
22,Leave
23,Leave
24,Leave
25,Leave
26,Leave
27,Leave
28,Leave
29,Leave
30,Leave
31,Leave
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Make_coffee.Get_water
49,Make_coffee.Get_water
50,Make_coffee.Get_water
51,Make_coffee.Get_water
52,Make_coffee.Get_water
53,Make_coffee.Get_water
54,Make_coffee.Get_water
55,Make_coffee.Get_water
56,Make_coffee.Get_water
57,Make_coffee.Get_water
58,Make_coffee.Get_water
59,Make_coffee.Get_water
60,Make_coffee.Get_water
61,Make_coffee.Get_water
62,Make_coffee.Get_water
63,Make_coffee.Get_water
64,Make_coffee.Get_water
65,Make_coffee.Get_water
66,Make_coffee.Get_water
67,Make_coffee.Get_water
68,Make_coffee.Get_water
69,Make_coffee.Get_water
70,Make_coffee.Get_water
71,Make_coffee.Get_water
72,Make_coffee.Get_water
73,Make_coffee.Get_water
74,Make_coffee.Get_water
75,Make_coffee.Get_water
76,Make_coffee.Get_water
77,Make_coffee.Get_water
78,Make_coffee.Get_water
79,Make_coffee.Get_water
80,Make_coffee.Get_water
81,Make_coffee.Get_water
82,Make_coffee.Get_water
83,Make_coffee.Get_water
84,Make_coffee.Get_water
85,Make_coffee.Get_water
86,Make_coffee.Get_water
87,Make_coffee.Get_water
88,Make_coffee.Get_water
89,Make_coffee.Get_water
90,Make_coffee.Get_water
91,Make_coffee.Get_water
92,Make_coffee.Get_water
93,Make_coffee.Get_water
94,Make_coffee.Get_water
95,Make_coffee.Get_water
