,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Make_coffee
17,Make_coffee
18,Make_coffee
19,Make_coffee
20,Make_coffee
21,Make_coffee
22,Make_coffee
23,Make_coffee
24,Make_coffee
25,Make_coffee
26,Make_coffee
27,Make_coffee
28,Make_coffee
29,Make_coffee
30,Make_coffee
31,Make_coffee
32,Make_coffee
33,Make_coffee
34,Make_coffee
35,Make_coffee
36,Make_coffee
37,Make_coffee
38,Make_coffee
39,Make_coffee
40,Make_coffee
41,Make_coffee
42,Make_coffee
43,Make_coffee
44,Make_coffee
45,Make_coffee
46,Make_coffee
47,Make_coffee
48,Leave
49,Leave
50,Leave
51,Leave
52,Leave
53,Leave
54,Leave
55,Leave
56,Leave
57,Leave
58,Leave
59,Leave
60,Leave
61,Leave
62,Leave
63,Leave
64,Leave
65,Leave
66,Leave
67,Leave
68,Leave
69,Leave
70,Leave
71,Leave
72,Leave
73,Leave
74,Leave
75,Leave
76,Leave
77,Leave
78,Leave
79,Leave
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
