event,start_frame,end_frame
Sit_down,0,17
Take_something_off_table,43,54
Put_something_on_table,62,68
Take_something_off_table,81,90
Pour.From_bottle,136,211
Put_something_on_table,262,273
Take_something_off_table,276,288
Drink.From_cup,284,333
Put_something_on_table,334,343
Get_up,362,397
Take_something_off_table,402,409
Use_telephone,409,1497
Sit_down,431,471
Get_up,1400,1436
Put_something_on_table,1495,1501
Take_something_off_table,1585,1598
Take_something_off_table,1650,1661
Put_something_on_table,1675,1689
Sit_down,1680,1724
Use_tablet,1741,9640
Take_something_off_table,9649,9656
Drink.From_cup,9653,9706
Put_something_on_table,9698,9707
Use_tablet,9718,9760
Take_something_off_table,9725,9733
Put_something_on_table,9755,9764
Get_up,9761,9808
Take_something_off_table,9811,9822
Use_telephone,9818,10648
Sit_down,9852,9876
Use_glasses,10028,10044
Put_something_on_table,10353,10370
Get_up,10551,10601
Put_something_on_table,10638,10650
Sit_down,10716,10766
Take_something_off_table,10828,10836
Use_glasses,10837,10851
Take_something_off_table,10888,10897
Put_something_on_table,10938,10947
Write,10952,12195
Take_something_off_table,12227,12242
Read,12256,17601
Put_something_on_table,13415,13439
Take_something_off_table,17575,17591
Put_something_on_table,17614,17625
Get_up,17626,17669
Take_something_off_table,17667,17676
Pour.From_bottle,17701,17842
Walk,17845,17897
Leave,17872,17911
Enter,17923,17965
Walk,17929,17972
Sit_down,17976,18007
Take_something_off_table,18011,18021
Drink.From_cup,18017,18067
Put_something_on_table,18060,18071
Take_something_off_table,18078,18084
Read,18090,18320
Put_something_on_table,18338,18352
Write,18392,20513
Take_something_off_table,20516,20531
Put_something_on_table,20543,20553
Take_something_off_table,20589,20606
Read,20641,22719
Take_something_off_table,22733,22746
Put_something_on_table,22751,22768
Take_something_off_table,22971,22984
Drink.From_cup,22977,23032
Put_something_on_table,23022,23034
Get_up,23039,23076
Walk,23078,23120
Leave,23082,23134
Enter,23150,23179
Walk,23152,23195
Pour.From_bottle,23219,23321
Walk,23327,23368
Leave,23346,23377
Enter,23393,23422
Walk,23397,23431
Take_something_off_table,23434,23445
Use_telephone,23441,23951
Walk,23573,23937
Put_something_on_table,23951,23964
Take_something_off_table,24044,24056
Sit_down,24056,24094
Put_something_on_table,24069,24080
Take_something_off_table,24179,24203
Put_something_on_table,24211,24227
