event,start_frame,end_frame
Enter,20,38
Walk,28,53
Leave,48,64
Enter,5877,5907
Walk,5888,5972
Put_something_on_table,5986,6004
Stir_coffee/tea,6096,6219
Stir_coffee/tea,6370,6496
Take_something_off_table,6522,6539
Drink.From_cup,6541,6625
Put_something_on_table,6633,6654
Take_something_off_table,6717,6736
Drink.From_cup,6746,6803
Put_something_on_table,6807,6822
Stir_coffee/tea,6982,7015
Take_something_off_table,7018,7040
Drink.From_cup,7041,7099
Put_something_on_table,7101,7120
Take_something_off_table,7242,7257
Drink.From_cup,7256,7332
Put_something_on_table,7340,7365
Take_something_off_table,7544,7562
Drink.From_cup,7563,7644
Put_something_on_table,7645,7666
Stir_coffee/tea,7787,7836
Take_something_off_table,7869,7885
Drink.From_cup,7886,7956
Drink.From_cup,7971,8031
Walk,8041,8128
Leave,8113,8139
Enter,10948,10964
Walk,10959,10995
Leave,10991,11004
Enter,12381,12391
Walk,12385,12437
Leave,12429,12444
Enter,13689,13704
Walk,13699,13769
Put_something_on_table,14311,14328
Stir_coffee/tea,14330,14568
Take_something_off_table,14717,14734
Stir_coffee/tea,14750,14778
Drink.From_cup,14780,14876
Drink.From_cup,14959,15053
Put_something_on_table,15055,15072
Stir_coffee/tea,15074,15130
Take_something_off_table,15170,15188
Drink.From_cup,15191,15262
Put_something_on_table,15272,15294
Take_something_off_table,15316,15336
Walk,15329,15401
Leave,15394,15410
Enter,21078,21103
Wipe_table,21086,21192
Leave,21180,21205
Enter,22424,22450
Wipe_table,22442,22473
Leave,22466,22487
Enter,22895,22913
Walk,22897,22968
Wipe_table,22961,23084
Walk,23030,23086
Leave,23076,23090
Enter,23301,23312
Walk,23304,23364
Walk,23434,23497
Leave,23489,23501
Enter,23880,23890
Walk,23887,23950
Leave,23940,23952
Enter,24017,24024
Walk,24020,24050
Leave,24047,24056
Enter,25015,25024
Walk,25020,25058
Leave,25050,25064
Enter,25202,25216
Walk,25211,25274
Leave,25260,25280
