event,start_frame,end_frame
Drink.From_cup,66,109
Drink.From_cup,243,296
Drink.From_cup,350,395
Put_something_on_table,413,442
Use_tablet,500,3300
Get_up,3377,3404
Walk,3411,3440
Sit_down,3478,3506
Read,3521,4161
Read,4283,4581
Get_up,4714,4742
Sit_down,4881,4911
Use_tablet,4980,9480
Take_something_off_table,9521,9538
Drink.From_cup,9539,9600
Drink.From_cup,9752,9824
Put_something_on_table,9827,9848
Get_up,9904,9927
Sit_down,9996,10021
Read,10039,10545
Take_something_off_table,10594,10615
Read,10633,10967
Put_something_on_table,10985,11011
Get_up,11126,11163
Sit_down,11164,11192
Use_tablet,11240,16921
Take_something_off_table,16953,16976
Drink.From_cup,16989,17066
Drink.From_cup,17317,17379
Put_something_on_table,17392,17413
Use_tablet,17451,21160
Get_up,21329,21351
Walk,21349,21422
Take_something_off_table,21520,21546
Read,21593,23024
Walk,22038,22071
Sit_down,22072,22104
Put_something_on_table,23051,23089
Get_up,23183,23220
Sit_down,23225,23253
Take_something_off_table,23262,23277
Drink.From_cup,23279,23335
Put_something_on_table,23334,23352
Use_tablet,23379,29243
Take_something_off_table,29258,29288
