event,start_frame,end_frame
Enter,88,211
Walk,237,295
Use_cupboard,295,819
Use_Drawer,349,460
Walk,462,486
Take_something_off_table,543,553
Put_something_on_table,579,588
Take_something_off_table,593,600
Put_something_on_table,615,627
Use_Drawer,677,749
Use_fridge,820,914
Walk,995,1014
Use_Drawer,1024,1223
Put_something_on_table,1107,1118
Put_something_on_table,1144,1157
Walk,1223,1245
Use_Drawer,1246,1454
Walk,1455,1487
Put_something_on_table,1489,1499
Walk,1508,1531
Take_something_off_table,1551,1564
Walk,1568,1659
Take_something_off_table,3129,3140
Take_something_off_table,4600,4612
Walk,4684,4760
Get_water,4762,4840
Walk,4856,4895
Put_something_on_table,4899,4908
Cook.Use_stove,4914,5101
Cook,4915,5455
Walk,5117,5159
Walk,5174,5243
Cook.Use_oven,5246,5455
Walk,5459,5542
Walk,5588,5680
Walk,5698,5713
Dump_in_trash,5714,5761
Walk,5896,5921
Put_something_on_table,5937,5950
Put_something_on_table,6020,6033
Walk,6062,6074
Dump_in_trash,6073,6162
Walk,6164,6189
Use_cupboard,6201,6660
Use_Drawer,6241,6614
Take_pills,6351,6565
Use_fridge,6671,6778
Drink.From_bottle,6864,7153
Use_fridge,7164,7299
Put_something_on_table,7342,7352
Take_something_off_table,7355,7365
Clean_dishes,7371,7423
Clean_dishes.Clean_with_water,7371,7424
Take_something_off_table,7431,7442
Pour.From_can,7454,7528
Use_fridge,7579,7630
Take_something_off_table,7641,7652
Drink.From_cup,7669,7748
Wipe_table,7795,7803
Put_something_on_table,7804,7811
Take_something_off_table,7818,7826
Walk,7840,7855
Walk,7939,7987
Use_Drawer,8000,8332
Cook,8335,14489
Cook.Stir,8346,8583
Cook.Use_stove,8621,8670
Walk,8680,8721
Cook.Use_oven,8724,8850
Walk,8910,8959
Cook.Stir,8961,9201
Walk,9246,9285
Cook.Use_oven,9289,9438
Walk,9439,9495
Cook.Stir,9538,9711
Cook.Use_stove,9729,9783
Walk,9786,9843
Cook.Use_oven,9857,9980
Walk,9997,10050
Cook.Stir,10111,10314
Walk,10321,10367
Cook.Use_oven,10374,10494
Walk,10519,10547
Cook.Stir,10585,10822
Walk,10847,10886
Cook.Use_oven,10896,11019
Walk,11055,11089
Cook.Stir,11114,11374
Walk,11400,11442
Cook.Use_oven,11457,11612
Walk,11629,11664
Cook.Stir,11670,11830
Walk,11869,11903
Cook.Use_oven,11921,12047
Walk,12064,12108
Cook.Stir,12130,12381
Put_something_on_table,12155,12167
Take_something_off_table,12353,12364
Walk,12419,12474
Cook.Use_oven,12480,12642
Walk,12650,12688
Cook.Stir,12705,12971
Put_something_on_table,12737,12747
Take_something_off_table,12984,12998
Cook.Use_stove,13055,13108
Walk,13120,13158
Cook.Use_oven,13176,13348
Walk,13361,13406
Cook.Stir,13440,13944
Put_something_on_table,13460,13473
Take_something_off_table,13912,13927
Cook.Use_stove,13969,14029
Walk,14039,14084
Cook.Use_oven,14086,14254
Walk,14264,14316
Cook.Stir,14334,14409
Cook.Use_stove,14414,14449
Take_something_off_table,14472,14489
Cook.Use_stove,14473,14489
Walk,14491,14534
Put_something_on_table,14521,14537
Put_something_on_table,14554,14567
Take_something_off_table,14685,14697
Cook,14893,15159
Cook.Use_oven,14896,15159
Walk,15161,15185
Put_something_on_table,15183,15194
Walk,15218,15260
Use_cupboard,15285,15500
Use_Drawer,15320,15455
Put_something_on_table,15402,15416
Use_Drawer,15505,15561
Use_Drawer,15625,15785
Take_something_off_table,15792,15801
Put_something_on_table,15806,15814
Take_something_off_table,15815,15822
Put_something_on_table,16215,16224
Take_something_off_table,16296,16308
Walk,16313,16380
Leave,16392,16501
Enter,17136,17221
Walk,17226,17294
Put_something_on_table,17292,17298
Take_something_off_table,17413,17422
Walk,17425,17453
Dump_in_trash,17460,17584
Walk,17586,17619
Walk,18226,18253
Dump_in_trash,18254,18413
Walk,18429,18461
Put_something_on_table,18461,18472
Use_Drawer,18520,18723
Clean_dishes,18753,23287
Clean_dishes.Put_something_in_sink,18756,18945
Take_something_off_table,18918,18932
Clean_dishes.Clean_with_water,18946,19501
Put_something_on_table,19073,19084
Put_something_on_table,19202,19213
Take_something_off_table,19537,19546
Clean_dishes.Put_something_in_sink,19550,19615
Clean_dishes.Clean_with_water,19616,19812
Clean_dishes.Put_something_in_sink,19845,19883
Take_something_off_table,19858,19871
Put_something_on_table,19953,19966
Walk,19991,20021
Clean_dishes.Dry_up,20044,21471
Walk,20208,20226
Use_cupboard,20239,22950
Use_Drawer,20281,22911
Take_something_off_table,20433,20440
Take_something_off_table,20576,20584
Take_something_off_table,20714,20724
Take_something_off_table,20854,20864
Take_something_off_table,21063,21072
Take_something_off_table,21329,21340
Walk,21404,21438
Walk,21476,21503
Clean_dishes.Clean_with_water,21506,21941
Put_something_on_table,21532,21542
Put_something_on_table,21623,21632
Take_something_off_table,21639,21648
Clean_dishes.Put_something_in_sink,21655,21684
Put_something_on_table,21933,21946
Take_something_off_table,22015,22031
Clean_dishes.Dry_up,22040,22985
Walk,22220,22267
Take_something_off_table,22353,22366
Walk,22520,22553
Take_something_off_table,22821,22831
Walk,22946,22973
Put_something_on_table,22981,22993
Clean_dishes.Put_something_in_sink,22995,23014
Clean_dishes.Clean_with_water,23012,23104
Clean_dishes.Dry_up,23112,23286
Walk,23238,23273
Use_cupboard,23286,23465
Use_Drawer,23320,23426
Walk,23471,23515
Walk,23631,23652
Take_something_off_table,23647,23654
Walk,23756,23826
Walk,23891,23952
Wipe_table,23891,24129
Walk,24010,24043
Use_Drawer,24253,24300
Wipe_table,24316,24416
Walk,24753,24774
Wipe_table,24775,24871
Put_something_on_table,25206,25221
Walk,25740,25768
Use_cupboard,25771,26081
Use_Drawer,25815,26050
Walk,25857,25884
Walk,25994,26020
Put_something_on_table,26539,26554
Take_something_off_table,26687,26698
Wipe_table,26735,26775
Put_something_on_table,26771,26779
Take_something_off_table,26774,26782
Put_something_on_table,26898,26916
Walk,26962,26986
Use_cupboard,26992,27078
Take_pills,27080,27336
Use_cupboard,27368,27448
Use_fridge,27466,27554
Drink.From_bottle,27651,27768
Use_fridge,27831,27911
Walk,27918,28032
Leave,28021,28043
