event,start_frame,end_frame
Enter,68,97
Walk,72,143
Take_something_off_table,164,188
Put_something_on_table,188,208
Make_coffee,244,1966
Make_coffee.Get_water,282,659
Walk,886,914
Make_coffee.Pour_water,1037,1158
Use_cupboard,1266,2356
Use_Drawer,1389,2314
Put_something_on_table,1691,1719
Make_coffee.Pour_grains,1832,1884
Take_something_off_table,2014,2034
Put_something_on_table,2403,2429
Take_something_off_table,2430,2456
Use_fridge,2470,2816
Clean_dishes.Put_something_in_sink,2872,2909
Clean_dishes,2872,2910
Take_something_off_table,2923,2937
Wipe_table,2971,2992
Put_something_on_table,2994,3023
Wipe_table,3044,3264
Take_something_off_table,3296,3320
Wipe_table,3325,3365
Put_something_on_table,3366,3372
Use_cupboard,3400,3573
Use_Drawer,3440,3521
Put_something_on_table,3581,3607
Walk,3802,3838
Walk,3877,3912
Put_something_on_table,3914,3939
Use_cupboard,4005,4455
Use_Drawer,4043,4416
Walk,4575,4613
Dump_in_trash,4615,4650
Walk,4667,4721
Clean_dishes.Put_something_in_sink,4772,4817
Clean_dishes,4772,4818
Take_something_off_table,4818,4834
Wipe_table,4839,5012
Pour.From_kettle,5760,5860
Take_something_off_table,5882,5902
Walk,5906,6016
Drink.From_cup,6599,6664
Drink.From_cup,6786,6836
Drink.From_cup,7081,7134
Drink.From_cup,7309,7372
Drink.From_cup,7606,7672
Drink.From_cup,7925,8065
Walk,8076,8220
Put_something_on_table,8286,8317
Clean_dishes,8322,8523
Clean_dishes.Put_something_in_sink,8327,8457
Clean_dishes.Clean_with_water,8376,8462
Put_something_on_table,8486,8519
Clean_dishes.Put_something_in_sink,8728,8870
Clean_dishes,8729,8876
Clean_dishes.Clean_with_water,8759,8876
Make_coffee,8886,10660
Make_coffee.Get_water,8887,9072
Walk,9099,9142
Walk,9306,9344
Dump_in_trash,9346,9434
Walk,9438,9478
Make_coffee.Pour_water,9535,9683
Use_cupboard,9765,10555
Use_Drawer,9849,10520
Take_something_off_table,10143,10165
Put_something_on_table,10224,10248
Make_coffee.Pour_grains,10338,10406
Take_something_off_table,10441,10468
Take_something_off_table,10699,10721
Put_something_on_table,10723,10741
Walk,10929,11055
Leave,11040,11057
Enter,12405,12424
Walk,12413,12532
Take_something_off_table,12526,12541
Take_something_off_table,12967,12987
Wipe_table,13101,13131
Pour.From_kettle,13581,13676
Take_something_off_table,13686,13705
Walk,13718,13818
Put_something_on_table,14331,14362
Stir_coffee/tea,14370,14601
Take_something_off_table,14747,14771
Drink.From_cup,14816,14951
Drink.From_cup,15015,15076
Put_something_on_table,15095,15110
Stir_coffee/tea,15112,15172
Take_something_off_table,15201,15223
Drink.From_cup,15226,15311
Put_something_on_table,15313,15328
Put_something_on_table,15364,15377
Walk,15379,15500
Put_something_on_table,15538,15558
Clean_dishes,15661,15776
Clean_dishes.Put_something_in_sink,15666,15773
Clean_dishes.Clean_with_water,15675,15749
Put_something_on_table,15778,15806
Use_Drawer,15875,15983
Take_something_off_table,16031,16072
Clean_dishes,16174,19302
Clean_dishes.Put_something_in_sink,16178,16507
Clean_dishes.Clean_with_water,16194,16495
Put_something_on_table,16500,16522
Clean_dishes.Put_something_in_sink,16547,17258
Clean_dishes.Clean_with_water,16555,17261
Put_something_on_table,17032,17060
Take_something_off_table,17284,17305
Clean_dishes.Put_something_in_sink,17310,17360
Clean_dishes.Clean_with_water,17316,17358
Put_something_on_table,17384,17408
Take_something_off_table,17411,17434
Clean_dishes.Put_something_in_sink,17430,17553
Clean_dishes.Clean_with_water,17439,17541
Clean_dishes.Dry_up,17708,19301
Use_cupboard,17840,19299
Use_Drawer,17897,19263
Take_something_off_table,18009,18030
Take_something_off_table,18197,18220
Take_something_off_table,18736,18769
Take_something_off_table,18945,18958
Take_something_off_table,19064,19080
Put_something_on_table,19311,19328
Clean_dishes,19498,19915
Clean_dishes.Put_something_in_sink,19503,19695
Clean_dishes.Clean_with_water,19505,19674
Clean_dishes.Dry_up,19715,19914
Walk,20014,20042
Dump_in_trash,20038,20081
Walk,20099,20119
Clean_dishes,20135,20340
Clean_dishes.Put_something_in_sink,20138,20241
Clean_dishes.Clean_with_water,20151,20200
Clean_dishes.Dry_up,20268,20339
Clean_dishes.Put_something_in_sink,20418,20536
Clean_dishes,20419,20544
Clean_dishes.Clean_with_water,20441,20515
Take_something_off_table,20595,20611
Wipe_table,20694,20767
Take_something_off_table,20768,20781
Wipe_table,20782,20789
Wipe_table,20849,21308
Take_something_off_table,20925,20938
Put_something_on_table,20997,21011
Take_something_off_table,21026,21043
Put_something_on_table,21048,21065
Take_something_off_table,21234,21247
Put_something_on_table,21995,22009
Wipe_table,22053,22123
Take_something_off_table,22078,22097
Use_Drawer,22124,22211
Put_something_on_table,22279,22298
Walk,22425,22478
Wipe_table,22483,22545
Walk,22546,22589
Walk,22793,23025
Take_something_off_table,22897,22918
Walk,23069,23174
Wipe_table,23074,23155
Take_something_off_table,23153,23165
Put_something_on_table,23186,23199
Walk,23309,23399
Leave,23391,23409
Enter,23471,23489
Walk,23486,23537
Leave,23531,23542
Enter,23919,23931
Walk,23922,23985
Walk,24066,24130
Clean_dishes,24137,24856
Clean_dishes.Put_something_in_sink,24141,24367
Clean_dishes.Clean_with_water,24147,24247
Put_something_on_table,24363,24383
Clean_dishes.Dry_up,24387,24856
Take_something_off_table,24393,24411
Walk,24510,24556
Use_cupboard,24574,24845
Use_Drawer,24616,24663
Use_Drawer,24765,24814
Walk,24862,24890
Walk,24997,25083
Leave,25076,25091
Enter,25240,25256
Walk,25251,25315
Leave,25308,25321
